"","Order","Metric","varpart","R2","NA"
"1","primat","SRic","Shared",0.166865443527803,NA
"2","primat","SRic","Environment only",0.294467487084023,NA
"3","primat","SRic","Phylobetadiversity only",0.283510510859911,NA
