"","Order","Metric","varpart","R2","NA"
"1","carniv","SES.FRic","Shared",0.326598507045489,NA
"2","carniv","SES.FRic","Environment only",0.0457245654875512,NA
"3","carniv","SES.FRic","Phylobetadiversity only",0.265731242505321,NA
