"","Order","Metric","varpart","R2","NA"
"1","primat","SES.FRic","Shared",0.142105319244357,NA
"2","primat","SES.FRic","Environment only",0.100320956087965,NA
"3","primat","SES.FRic","Phylobetadiversity only",0.227575355891222,NA
