"","Order","Metric","varpart","R2","NA"
"1","artiod","SES.FRic","Shared",0.243923364412913,NA
"2","artiod","SES.FRic","Environment only",0.0372522482980522,NA
"3","artiod","SES.FRic","Phylobetadiversity only",0.40115261607929,NA
