"","Order","Metric","varpart","R2","NA"
"1","chirop","SRic","Shared",0.313391652409921,NA
"2","chirop","SRic","Environment only",0.448779598298018,NA
"3","chirop","SRic","Phylobetadiversity only",0.109261439429586,NA
