"","Order","Metric","varpart","R2","NA"
"1","eulipo","SRic","Shared",0.0530263149581045,NA
"2","eulipo","SRic","Environment only",0.243201138273071,NA
"3","eulipo","SRic","Phylobetadiversity only",0.1147075127595,NA
