"","Order","Metric","varpart","R2","NA"
"1","eulipo","SES.FRic","Shared",0.059931778366162,NA
"2","eulipo","SES.FRic","Environment only",0.0963920318588127,NA
"3","eulipo","SES.FRic","Phylobetadiversity only",0.0821182277202268,NA
