"","Order","Metric","varpart","R2","NA"
"1","carniv","FDis","Shared",0.350428387688822,NA
"2","carniv","FDis","Environment only",0.200725145205732,NA
"3","carniv","FDis","Phylobetadiversity only",0.118789408500449,NA
