"","Order","Metric","varpart","R2","NA"
"1","eulipo","FDis","Shared",0.267958379152221,NA
"2","eulipo","FDis","Environment only",0.0480683997423936,NA
"3","eulipo","FDis","Phylobetadiversity only",0.381516071336847,NA
