"","cell_id","MDS1","MDS2"
"1","X67",-0.00623551656363756,-0.00278031805312819
"2","X85",0.0481495128865011,-0.0143648127535503
"3","X86",-0.00449223419408835,0.000836672252281934
"4","X87",-0.00623551656363752,-0.00278031805312819
"5","X88",-0.00623551656363756,-0.0027803180531282
"6","X89",-0.00967413373455557,-0.00273449186039481
"7","X90",-0.00967413373455557,-0.00273449186039481
"8","X111",0.0483966694999055,-0.0148588749738474
"9","X112",0.0483966694999055,-0.0148588749738474
"10","X113",0.0478078677126108,-0.0175752048222779
"11","X114",0.0481495128865011,-0.0143648127535503
"12","X115",-0.0044922341940883,0.00083667225228195
"13","X116",-0.00623551656363757,-0.0027803180531282
"14","X117",-0.00623551656363753,-0.00278031805312819
"15","X118",-0.00623551656363754,-0.0027803180531282
"16","X119",-0.00967413373455556,-0.00273449186039481
"17","X120",-0.00967413373455557,-0.00273449186039481
"18","X146",0.0483966694999055,-0.0148588749738474
"19","X147",0.0483966694999055,-0.0148588749738474
"20","X148",0.0549036020067939,-0.0228204100528209
"21","X149",0.0549036020067939,-0.0228204100528209
"22","X150",0.0560151540084671,-0.0209577183901894
"23","X151",-0.00623551656363753,-0.0027803180531282
"24","X152",-0.00623551656363756,-0.00278031805312819
"25","X153",-0.00623551656363754,-0.00278031805312819
"26","X154",-0.00623551656363753,-0.0027803180531282
"27","X155",-0.00623551656363756,-0.00278031805312819
"28","X156",-0.00623551656363756,-0.00278031805312819
"29","X157",-0.00967413373455557,-0.00273449186039481
"30","X158",-0.0221072219391878,-0.00823642303989593
"31","X184",0.0607095685423834,-0.0164146364024829
"32","X185",0.0581258208620836,-0.0203347799464807
"33","X186",0.0570184622430095,-0.0406488684748897
"34","X187",0.0628048616187146,-0.0268677027930461
"35","X188",0.0628048616187146,-0.0268677027930461
"36","X189",0.0628048616187146,-0.0268677027930461
"37","X190",-0.00623551656363751,-0.00278031805312818
"38","X191",-0.00623551656363757,-0.0027803180531282
"39","X192",-0.00623551656363756,-0.0027803180531282
"40","X193",-0.00623551656363753,-0.00278031805312819
"41","X194",-0.00623551656363757,-0.0027803180531282
"42","X195",-0.00623551656363757,-0.0027803180531282
"43","X196",-0.0261023781733301,0.0048423152445961
"44","X197",-0.0241871839507972,-0.0164001862994786
"45","X222",0.0483966694999055,-0.0148588749738474
"46","X223",0.0607095685423834,-0.0164146364024829
"47","X224",0.0607095685423834,-0.0164146364024829
"48","X225",0.0570184622430095,-0.0406488684748897
"49","X226",0.0628048616187146,-0.0268677027930461
"50","X227",0.0628048616187146,-0.0268677027930461
"51","X228",0.0579403635824555,-0.0478081196996172
"52","X229",-0.0044922341940883,0.00083667225228195
"53","X230",-0.0044922341940883,0.000836672252281954
"54","X231",-0.00449223419408829,0.000836672252281957
"55","X232",-0.0044922341940883,0.000836672252281948
"56","X233",-0.00623551656363753,-0.00278031805312819
"57","X234",-0.0261023781733301,0.0048423152445961
"58","X235",-0.0229034167565174,-0.00561156917961788
"59","X236",-0.0229034167565174,-0.00561156917961788
"60","X237",-0.0241871839507972,-0.0164001862994786
"61","X238",-0.0223112716674013,-0.0191519584099475
"62","X260",0.0493576064995323,-0.0121636617360075
"63","X262",0.0679937164219117,-0.00373058022230589
"64","X263",0.0679937164219117,-0.00373058022230589
"65","X264",0.0711519722029601,-0.00974509529107186
"66","X265",0.0570184622430095,-0.0406488684748897
"67","X266",0.0570184622430095,-0.0406488684748897
"68","X267",0.0628048616187146,-0.0268677027930461
"69","X268",0.0577715473077875,-0.0479550919106511
"70","X269",0.0565034040973941,-0.0495300326505571
"71","X270",-0.00449223419408834,0.000836672252281933
"72","X271",-0.00449223419408829,0.000836672252281956
"73","X272",-0.00449223419408831,0.000836672252281943
"74","X273",-0.0044922341940883,0.000836672252281952
"75","X274",-0.00533376564619167,-0.00396201419802281
"76","X275",-0.0261023781733301,0.0048423152445961
"77","X276",-0.0229034167565174,-0.00561156917961788
"78","X277",-0.0241871839507972,-0.0164001862994786
"79","X278",-0.0241871839507972,-0.0164001862994786
"80","X279",-0.0223112716674013,-0.0191519584099475
"81","X280",-0.0222195780191482,-0.0199663827789398
"82","X281",-0.914556032926648,-0.033705041247436
"83","X282",-0.914541756227104,-0.0340376727644502
"84","X304",0.0493576064995323,-0.0121636617360075
"85","X305",0.0644196322853907,0.00195593509388122
"86","X306",0.063210969262196,0.00398036603510751
"87","X307",0.0679937164219117,-0.00373058022230589
"88","X308",0.0726823243805891,-0.0203401308855427
"89","X309",0.063923621223842,-0.0251864002257454
"90","X310",0.0602726232626102,-0.0448665408964372
"91","X311",0.0616125422251774,-0.0433751938634321
"92","X312",0.058533247629267,-0.0469860985089342
"93","X313",0.0540902621801171,-0.052516811235111
"94","X314",0.0574217319470269,-0.0483885046951902
"95","X315",0.0553509280345107,-0.0509023564093449
"96","X316",-0.0044922341940883,0.000836672252281947
"97","X317",-0.0044922341940883,0.00083667225228195
"98","X318",-0.00449223419408834,0.000836672252281934
"99","X319",-0.00449223419408829,0.00083667225228195
"100","X321",-0.0261023781733301,0.0048423152445961
"101","X322",-0.0229034167565174,-0.00561156917961788
"102","X323",-0.0241871839507972,-0.0164001862994786
"103","X324",-0.0241871839507972,-0.0164001862994786
"104","X325",-0.0223112716674013,-0.0191519584099475
"105","X326",-0.0222195780191482,-0.0199663827789398
"106","X327",-0.914409517198146,-0.036995260108062
"107","X328",-0.915099986713407,-0.017383466895365
"108","X349",0.0602896169026771,-0.0156643257142943
"109","X350",0.0711519722029601,-0.00974509529107186
"110","X351",0.0724375272101044,0.000432767353519767
