,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Source,ForStrat.Notes,Diet.Invertebrate,Diet.Vertebrate,Diet.Fruit,Diet.Seed,Diet.Herb,Diet.Source,PlantCat.Source,PlantCat.Notes
1,Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia,rufa,1004,PHYLACINE,0,1,EltonTraits,,0,0,0,0,100,PHYLACINE,EltonTraits,
2,Ratufa_affinis,Rodentia,Sciuridae,Ratufa,affinis,1156.3,PHYLACINE,1,0,EltonTraits,,10,10,30,30,20,PHYLACINE,EltonTraits,
3,Ratufa_bicolor,Rodentia,Sciuridae,Ratufa,bicolor,2050,PHYLACINE,1,0,EltonTraits,,10,10,30,30,20,PHYLACINE,EltonTraits,
4,Ratufa_indica,Rodentia,Sciuridae,Ratufa,indica,1060,PHYLACINE,1,0,EltonTraits,,10,10,30,30,20,PHYLACINE,EltonTraits,
5,Ratufa_macroura,Rodentia,Sciuridae,Ratufa,macroura,1327.1,PHYLACINE,1,0,EltonTraits,,10,10,30,30,20,PHYLACINE,EltonTraits,
6,Sciurillus_pusillus,Rodentia,Sciuridae,Sciurillus,pusillus,39,PHYLACINE,1,0,EltonTraits,,0,0,50,20,30,PHYLACINE,EltonTraits,
7,Microsciurus_alfari,Rodentia,Sciuridae,Microsciurus,alfari,87.5,PHYLACINE,1,0,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
8,Microsciurus_santanderensis,Rodentia,Sciuridae,Microsciurus,santanderensis,99.8,PHYLACINE,1,0,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
9,Microsciurus_mimulus,Rodentia,Sciuridae,Microsciurus,mimulus,120,PHYLACINE,1,0,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
10,Microsciurus_flaviventer,Rodentia,Sciuridae,Microsciurus,flaviventer,92,PHYLACINE,1,0,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
11,Rheithrosciurus_macrotis,Rodentia,Sciuridae,Rheithrosciurus,macrotis,1225,PHYLACINE,1,0,EltonTraits,,0,0,100,0,0,PHYLACINE,EltonTraits,
12,Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus,carolinensis,506.5,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
13,Sciurus_nayaritensis,Rodentia,Sciuridae,Sciurus,nayaritensis,697,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
14,Sciurus_niger,Rodentia,Sciuridae,Sciurus,niger,761.9,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
15,Sciurus_oculatus,Rodentia,Sciuridae,Sciurus,oculatus,650,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
16,Sciurus_variegatoides,Rodentia,Sciuridae,Sciurus,variegatoides,485,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
17,Sciurus_vulgaris,Rodentia,Sciuridae,Sciurus,vulgaris,333,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
18,Sciurus_colliaei,Rodentia,Sciuridae,Sciurus,colliaei,498,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
19,Sciurus_aureogaster,Rodentia,Sciuridae,Sciurus,aureogaster,595,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
20,Sciurus_arizonensis,Rodentia,Sciuridae,Sciurus,arizonensis,647,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
21,Sciurus_yucatanensis,Rodentia,Sciuridae,Sciurus,yucatanensis,225,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
22,Sciurus_alleni,Rodentia,Sciuridae,Sciurus,alleni,434.5,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
23,Sciurus_lis,Rodentia,Sciuridae,Sciurus,lis,264.3,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
24,Sciurus_deppei,Rodentia,Sciuridae,Sciurus,deppei,190,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
25,Sciurus_aberti,Rodentia,Sciuridae,Sciurus,aberti,624,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
26,Sciurus_stramineus,Rodentia,Sciuridae,Sciurus,stramineus,433.3,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
27,Sciurus_richmondi,Rodentia,Sciuridae,Sciurus,richmondi,205,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
28,Sciurus_pucheranii,Rodentia,Sciuridae,Sciurus,pucheranii,803,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
29,Sciurus_sanborni,Rodentia,Sciuridae,Sciurus,sanborni,136,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
30,Sciurus_gilvigularis,Rodentia,Sciuridae,Sciurus,gilvigularis,803,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
31,Sciurus_granatensis,Rodentia,Sciuridae,Sciurus,granatensis,250,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
32,Sciurus_ignitus,Rodentia,Sciuridae,Sciurus,ignitus,190,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
33,Sciurus_aestuans,Rodentia,Sciuridae,Sciurus,aestuans,185,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
34,Sciurus_anomalus,Rodentia,Sciuridae,Sciurus,anomalus,256,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
35,Sciurus_flammifer,Rodentia,Sciuridae,Sciurus,flammifer,4293,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
36,Sciurus_pyrrhinus,Rodentia,Sciuridae,Sciurus,pyrrhinus,482,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
37,Sciurus_griseus,Rodentia,Sciuridae,Sciurus,griseus,731,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
38,Sciurus_spadiceus,Rodentia,Sciuridae,Sciurus,spadiceus,403.3,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
39,Sciurus_igniventris,Rodentia,Sciuridae,Sciurus,igniventris,700,PHYLACINE,1,0,EltonTraits,,0,0,20,50,30,PHYLACINE,EltonTraits,
40,Syntheosciurus_brochus,Rodentia,Sciuridae,Syntheosciurus,brochus,132.8,PHYLACINE,1,0,EltonTraits,,0,0,30,0,70,PHYLACINE,EltonTraits,
41,Tamiasciurus_hudsonicus,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,201.2,PHYLACINE,1,0,EltonTraits,,0,30,30,20,20,PHYLACINE,EltonTraits,
42,Tamiasciurus_mearnsi,Rodentia,Sciuridae,Tamiasciurus,mearnsi,252.6,PHYLACINE,1,0,EltonTraits,,0,30,30,20,20,PHYLACINE,EltonTraits,
43,Tamiasciurus_douglasii,Rodentia,Sciuridae,Tamiasciurus,douglasii,225,PHYLACINE,1,0,EltonTraits,,0,30,30,20,20,PHYLACINE,EltonTraits,
44,Aeretes_melanopterus,Rodentia,Sciuridae,Aeretes,melanopterus,732.4,PHYLACINE,1,0,EltonTraits,,0,0,22,56,22,PHYLACINE,EltonTraits,
45,Aeromys_thomasi,Rodentia,Sciuridae,Aeromys,thomasi,1435,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
46,Aeromys_tephromelas,Rodentia,Sciuridae,Aeromys,tephromelas,1075,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
47,Belomys_pearsonii,Rodentia,Sciuridae,Belomys,pearsonii,217,PHYLACINE,1,0,EltonTraits,,0,0,22,56,22,PHYLACINE,EltonTraits,
48,Biswamoyopterus_biswasi,Rodentia,Sciuridae,Biswamoyopterus,biswasi,1613.3,PHYLACINE,1,0,EltonTraits,,0,0,50,40,10,PHYLACINE,EltonTraits,
49,Eoglaucomys_fimbriatus,Rodentia,Sciuridae,Eoglaucomys,fimbriatus,712,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
50,Eupetaurus_cinereus,Rodentia,Sciuridae,Eupetaurus,cinereus,2500,PHYLACINE,1,0,EltonTraits,,0,0,0,0,100,PHYLACINE,EltonTraits,
51,Glaucomys_volans,Rodentia,Sciuridae,Glaucomys,volans,63.9,PHYLACINE,1,0,EltonTraits,,0,0,30,40,30,PHYLACINE,EltonTraits,
52,Glaucomys_sabrinus,Rodentia,Sciuridae,Glaucomys,sabrinus,166,PHYLACINE,1,0,EltonTraits,,0,0,30,40,30,PHYLACINE,EltonTraits,
53,Hylopetes_spadiceus,Rodentia,Sciuridae,Hylopetes,spadiceus,84.3,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
54,Hylopetes_platyurus,Rodentia,Sciuridae,Hylopetes,platyurus,59.2,PHYLACINE,1,0,EltonTraits,,20,0,0,27,53,PHYLACINE,EltonTraits,
55,Hylopetes_phayrei,Rodentia,Sciuridae,Hylopetes,phayrei,227,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
56,Hylopetes_lepidus,Rodentia,Sciuridae,Hylopetes,lepidus,50,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
57,Hylopetes_alboniger,Rodentia,Sciuridae,Hylopetes,alboniger,255.4,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
58,Hylopetes_bartelsi,Rodentia,Sciuridae,Hylopetes,bartelsi,65.4,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
59,Iomys_horsfieldii,Rodentia,Sciuridae,Iomys,horsfieldii,147.5,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
60,Iomys_sipora,Rodentia,Sciuridae,Iomys,sipora,152.3,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
61,Petaurillus_hosei,Rodentia,Sciuridae,Petaurillus,hosei,21.1,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
62,Petaurillus_kinlochii,Rodentia,Sciuridae,Petaurillus,kinlochii,40,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
63,Petaurillus_emiliae,Rodentia,Sciuridae,Petaurillus,emiliae,13.5,PHYLACINE,1,0,EltonTraits,,20,20,0,20,40,PHYLACINE,EltonTraits,
64,Petaurista_leucogenys,Rodentia,Sciuridae,Petaurista,leucogenys,1178,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
65,Petaurista_alborufus,Rodentia,Sciuridae,Petaurista,alborufus,4290,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
66,Petaurista_elegans,Rodentia,Sciuridae,Petaurista,elegans,997,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
67,Petaurista_magnificus,Rodentia,Sciuridae,Petaurista,magnificus,1475.5,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
68,Petaurista_petaurista,Rodentia,Sciuridae,Petaurista,petaurista,1660.1,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
69,Petaurista_philippensis,Rodentia,Sciuridae,Petaurista,philippensis,1676,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
70,Petaurista_xanthotis,Rodentia,Sciuridae,Petaurista,xanthotis,1900,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
71,Petaurista_nobilis,Rodentia,Sciuridae,Petaurista,nobilis,2710,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
72,Petinomys_crinitus,Rodentia,Sciuridae,Petinomys,crinitus,113,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
73,Petinomys_vordermanni,Rodentia,Sciuridae,Petinomys,vordermanni,40.4,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
74,Petinomys_setosus,Rodentia,Sciuridae,Petinomys,setosus,38.4,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
75,Petinomys_sagitta,Rodentia,Sciuridae,Petinomys,sagitta,50,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
76,Petinomys_mindanensis,Rodentia,Sciuridae,Petinomys,mindanensis,285,PHYLACINE,1,0,EltonTraits,,10,0,27,27,36,PHYLACINE,EltonTraits,
77,Petinomys_lugens,Rodentia,Sciuridae,Petinomys,lugens,433,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
78,Petinomys_fuscocapillus,Rodentia,Sciuridae,Petinomys,fuscocapillus,794.5,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
79,Petinomys_genibarbis,Rodentia,Sciuridae,Petinomys,genibarbis,110,PHYLACINE,1,0,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
80,Pteromys_momonga,Rodentia,Sciuridae,Pteromys,momonga,151.8,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
81,Pteromys_volans,Rodentia,Sciuridae,Pteromys,volans,143.8,PHYLACINE,1,0,EltonTraits,,10,0,30,30,30,PHYLACINE,EltonTraits,
82,Pteromyscus_pulverulentus,Rodentia,Sciuridae,Pteromyscus,pulverulentus,334.3,PHYLACINE,1,0,EltonTraits,,0,0,30,20,50,PHYLACINE,EltonTraits,
83,Trogopterus_xanthipes,Rodentia,Sciuridae,Trogopterus,xanthipes,744.9,PHYLACINE,1,0,EltonTraits,,0,0,30,40,30,PHYLACINE,EltonTraits,
84,Callosciurus_albescens,Rodentia,Sciuridae,Callosciurus,albescens,157.4,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
85,Callosciurus_caniceps,Rodentia,Sciuridae,Callosciurus,caniceps,257,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
86,Callosciurus_baluensis,Rodentia,Sciuridae,Callosciurus,baluensis,356,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
87,Callosciurus_erythraeus,Rodentia,Sciuridae,Callosciurus,erythraeus,280,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
88,Callosciurus_phayrei,Rodentia,Sciuridae,Callosciurus,phayrei,269,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
89,Callosciurus_prevostii,Rodentia,Sciuridae,Callosciurus,prevostii,361.5,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
90,Callosciurus_pygerythrus,Rodentia,Sciuridae,Callosciurus,pygerythrus,252,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
91,Callosciurus_quinquestriatus,Rodentia,Sciuridae,Callosciurus,quinquestriatus,318.6,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
92,Callosciurus_notatus,Rodentia,Sciuridae,Callosciurus,notatus,197.5,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
93,Callosciurus_orestes,Rodentia,Sciuridae,Callosciurus,orestes,278,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
94,Callosciurus_nigrovittatus,Rodentia,Sciuridae,Callosciurus,nigrovittatus,202,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
95,Callosciurus_adamsi,Rodentia,Sciuridae,Callosciurus,adamsi,134.5,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
96,Callosciurus_melanogaster,Rodentia,Sciuridae,Callosciurus,melanogaster,278,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
97,Callosciurus_inornatus,Rodentia,Sciuridae,Callosciurus,inornatus,325,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
98,Callosciurus_finlaysonii,Rodentia,Sciuridae,Callosciurus,finlaysonii,278,PHYLACINE,1,0,EltonTraits,,20,10,20,20,30,PHYLACINE,EltonTraits,
99,Sundasciurus_hippurus,Rodentia,Sciuridae,Sundasciurus,hippurus,406.3,PHYLACINE,0,1,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
100,Sundasciurus_mindanensis,Rodentia,Sciuridae,Sundasciurus,mindanensis,285,PHYLACINE,0,1,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
101,Sundasciurus_davensis,Rodentia,Sciuridae,Sundasciurus,davensis,240.7,PHYLACINE,0,1,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
102,Sundasciurus_philippinensis,Rodentia,Sciuridae,Sundasciurus,philippinensis,244,PHYLACINE,0,1,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
103,Sundasciurus_jentinki,Rodentia,Sciuridae,Sundasciurus,jentinki,76,PHYLACINE,0,1,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
104,Sundasciurus_brookei,Rodentia,Sciuridae,Sundasciurus,brookei,115.5,PHYLACINE,1,0,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
105,Sundasciurus_tenuis,Rodentia,Sciuridae,Sundasciurus,tenuis,73.8,PHYLACINE,1,0,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
106,Sundasciurus_lowii,Rodentia,Sciuridae,Sundasciurus,lowii,87.5,PHYLACINE,1,0,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
107,Sundasciurus_fraterculus,Rodentia,Sciuridae,Sundasciurus,fraterculus,58.6,PHYLACINE,1,0,EltonTraits,,10,0,60,0,30,PHYLACINE,EltonTraits,
108,Dremomys_pyrrhomerus,Rodentia,Sciuridae,Dremomys,pyrrhomerus,245,PHYLACINE,1,1,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
109,Dremomys_rufigenis,Rodentia,Sciuridae,Dremomys,rufigenis,200,PHYLACINE,1,1,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
110,Dremomys_pernyi,Rodentia,Sciuridae,Dremomys,pernyi,198.6,PHYLACINE,1,1,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
111,Dremomys_lokriah,Rodentia,Sciuridae,Dremomys,lokriah,227,PHYLACINE,1,1,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
112,Dremomys_gularis,Rodentia,Sciuridae,Dremomys,gularis,253.5,PHYLACINE,1,1,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
113,Dremomys_everetti,Rodentia,Sciuridae,Dremomys,everetti,147.5,PHYLACINE,1,1,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
114,Exilisciurus_whiteheadi,Rodentia,Sciuridae,Exilisciurus,whiteheadi,20,PHYLACINE,1,0,EltonTraits,,20,0,0,0,80,PHYLACINE,EltonTraits,
115,Exilisciurus_exilis,Rodentia,Sciuridae,Exilisciurus,exilis,19,PHYLACINE,1,0,EltonTraits,,20,0,0,0,80,PHYLACINE,EltonTraits,
116,Exilisciurus_concinnus,Rodentia,Sciuridae,Exilisciurus,concinnus,30.9,PHYLACINE,1,0,EltonTraits,,20,0,0,0,80,PHYLACINE,EltonTraits,
117,Funambulus_sublineatus,Rodentia,Sciuridae,Funambulus,sublineatus,70.9,PHYLACINE,1,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
118,Funambulus_palmarum,Rodentia,Sciuridae,Funambulus,palmarum,108.4,PHYLACINE,1,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
119,Funambulus_layardi,Rodentia,Sciuridae,Funambulus,layardi,168,PHYLACINE,1,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
120,Funambulus_tristriatus,Rodentia,Sciuridae,Funambulus,tristriatus,139,PHYLACINE,1,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
121,Funambulus_pennantii,Rodentia,Sciuridae,Funambulus,pennantii,99.1,PHYLACINE,1,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
122,Glyphotes_simus,Rodentia,Sciuridae,Glyphotes,simus,50,PHYLACINE,1,0,EltonTraits,,0,0,22,56,22,PHYLACINE,EltonTraits,
123,Hyosciurus_heinrichi,Rodentia,Sciuridae,Hyosciurus,heinrichi,296,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
124,Lariscus_insignis,Rodentia,Sciuridae,Lariscus,insignis,175,PHYLACINE,0,1,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
125,Lariscus_niobe,Rodentia,Sciuridae,Lariscus,niobe,179.2,PHYLACINE,0,1,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
126,Lariscus_obscurus,Rodentia,Sciuridae,Lariscus,obscurus,188.3,PHYLACINE,0,1,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
127,Lariscus_hosei,Rodentia,Sciuridae,Lariscus,hosei,170.7,PHYLACINE,0,1,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
128,Menetes_berdmorei,Rodentia,Sciuridae,Menetes,berdmorei,190,PHYLACINE,1,1,EltonTraits,,0,0,22,56,22,PHYLACINE,EltonTraits,
129,Nannosciurus_melanotis,Rodentia,Sciuridae,Nannosciurus,melanotis,50,PHYLACINE,1,1,EltonTraits,,0,0,22,56,22,PHYLACINE,EltonTraits,
130,Prosciurillus_weberi,Rodentia,Sciuridae,Prosciurillus,weberi,132.9,PHYLACINE,1,1,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
131,Prosciurillus_abstrusus,Rodentia,Sciuridae,Prosciurillus,abstrusus,79.2,PHYLACINE,1,1,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
132,Prosciurillus_murinus,Rodentia,Sciuridae,Prosciurillus,murinus,72.9,PHYLACINE,1,1,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
133,Prosciurillus_leucomus,Rodentia,Sciuridae,Prosciurillus,leucomus,128,PHYLACINE,1,1,EltonTraits,,0,0,30,30,40,PHYLACINE,EltonTraits,
134,Rhinosciurus_laticaudatus,Rodentia,Sciuridae,Rhinosciurus,laticaudatus,228.3,PHYLACINE,0,1,EltonTraits,,80,0,20,0,0,PHYLACINE,EltonTraits,
135,Rubrisciurus_rubriventer,Rodentia,Sciuridae,Rubrisciurus,rubriventer,688.3,PHYLACINE,1,0,EltonTraits,,20,0,18,44,18,PHYLACINE,EltonTraits,
136,Tamiops_rodolphii,Rodentia,Sciuridae,Tamiops,rodolphii,56,PHYLACINE,1,0,EltonTraits,,20,0,40,40,0,PHYLACINE,EltonTraits,
137,Tamiops_swinhoei,Rodentia,Sciuridae,Tamiops,swinhoei,85,PHYLACINE,1,0,EltonTraits,,20,0,40,40,0,PHYLACINE,EltonTraits,
138,Tamiops_macclellandii,Rodentia,Sciuridae,Tamiops,macclellandii,55.5,PHYLACINE,1,0,EltonTraits,,20,0,40,40,0,PHYLACINE,EltonTraits,
139,Tamiops_maritimus,Rodentia,Sciuridae,Tamiops,maritimus,70.3,PHYLACINE,1,0,EltonTraits,,20,0,40,40,0,PHYLACINE,EltonTraits,
140,Atlantoxerus_getulus,Rodentia,Sciuridae,Atlantoxerus,getulus,251,PHYLACINE,0,1,EltonTraits,,0,0,50,50,0,PHYLACINE,EltonTraits,
141,Spermophilopsis_leptodactylus,Rodentia,Sciuridae,Spermophilopsis,leptodactylus,600,PHYLACINE,0,1,EltonTraits,,20,0,20,20,40,PHYLACINE,EltonTraits,
142,Xerus_rutilus,Rodentia,Sciuridae,Xerus,rutilus,317.5,PHYLACINE,0,1,EltonTraits,,10,20,20,30,20,PHYLACINE,EltonTraits,
143,Xerus_erythropus,Rodentia,Sciuridae,Xerus,erythropus,502.4,PHYLACINE,0,1,EltonTraits,,10,20,20,30,20,PHYLACINE,EltonTraits,
144,Xerus_inauris,Rodentia,Sciuridae,Xerus,inauris,529,PHYLACINE,0,1,EltonTraits,,10,20,20,30,20,PHYLACINE,EltonTraits,
145,Xerus_princeps,Rodentia,Sciuridae,Xerus,princeps,636,PHYLACINE,0,1,EltonTraits,,10,20,20,30,20,PHYLACINE,EltonTraits,
146,Epixerus_ebii,Rodentia,Sciuridae,Epixerus,ebii,592,PHYLACINE,0,1,EltonTraits,,20,0,80,0,0,PHYLACINE,EltonTraits,
147,Funisciurus_substriatus,Rodentia,Sciuridae,Funisciurus,substriatus,186,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
148,Funisciurus_pyrropus,Rodentia,Sciuridae,Funisciurus,pyrropus,297,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
149,Funisciurus_leucogenys,Rodentia,Sciuridae,Funisciurus,leucogenys,250,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
150,Funisciurus_lemniscatus,Rodentia,Sciuridae,Funisciurus,lemniscatus,141,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
151,Funisciurus_carruthersi,Rodentia,Sciuridae,Funisciurus,carruthersi,286,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
152,Funisciurus_congicus,Rodentia,Sciuridae,Funisciurus,congicus,112,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
153,Funisciurus_anerythrus,Rodentia,Sciuridae,Funisciurus,anerythrus,218,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
154,Funisciurus_isabella,Rodentia,Sciuridae,Funisciurus,isabella,109,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
155,Funisciurus_bayonii,Rodentia,Sciuridae,Funisciurus,bayonii,135,PHYLACINE,1,0,EltonTraits,,10,0,40,50,0,PHYLACINE,EltonTraits,
156,Heliosciurus_undulatus,Rodentia,Sciuridae,Heliosciurus,undulatus,347.3,PHYLACINE,1,1,EltonTraits,,20,20,30,30,0,PHYLACINE,EltonTraits,
157,Heliosciurus_ruwenzorii,Rodentia,Sciuridae,Heliosciurus,ruwenzorii,291,PHYLACINE,1,1,EltonTraits,,20,20,30,30,0,PHYLACINE,EltonTraits,
