,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Source,ForStrat.Notes,Diet.Invertebrate,Diet.Vertebrate,Diet.Fruit,Diet.Seed,Diet.Herb,Diet.Source,PlantCat.Source,PlantCat.Notes
1041,Rhipidomys_wetzeli,Rodentia,Cricetidae,Rhipidomys,wetzeli,89,PHYLACINE,1,0,EltonTraits,,20,0,30,30,20,PHYLACINE,EltonTraits,
1042,Salinomys_delicatus,Rodentia,Cricetidae,Salinomys,delicatus,12.5,PHYLACINE,0,1,EltonTraits,,9,0,11,46,34,PHYLACINE,EltonTraits,
1043,Scapteromys_aquaticus,Rodentia,Cricetidae,Scapteromys,aquaticus,116.7,PHYLACINE,0,1,EltonTraits,,89,0,0,7,4,PHYLACINE,EltonTraits,
1044,Scapteromys_tumidus,Rodentia,Cricetidae,Scapteromys,tumidus,146,PHYLACINE,0,1,EltonTraits,,70,0,0,20,10,PHYLACINE,EltonTraits,
1045,Scolomys_melanops,Rodentia,Cricetidae,Scolomys,melanops,26.5,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1046,Scolomys_ucayalensis,Rodentia,Cricetidae,Scolomys,ucayalensis,26.5,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1047,Sigmodon_mascotensis,Rodentia,Cricetidae,Sigmodon,mascotensis,120,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1048,Sigmodon_alleni,Rodentia,Cricetidae,Sigmodon,alleni,179,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1049,Sigmodon_arizonae,Rodentia,Cricetidae,Sigmodon,arizonae,198,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1050,Sigmodon_fulviventer,Rodentia,Cricetidae,Sigmodon,fulviventer,214,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1051,Sigmodon_hirsutus,Rodentia,Cricetidae,Sigmodon,hirsutus,171.5,PHYLACINE,0,1,EltonTraits,,10,0,0,0,90,PHYLACINE,EltonTraits,
1052,Sigmodon_hispidus,Rodentia,Cricetidae,Sigmodon,hispidus,92.4,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1053,Sigmodon_leucotis,Rodentia,Cricetidae,Sigmodon,leucotis,135.5,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1054,Sigmodon_peruanus,Rodentia,Cricetidae,Sigmodon,peruanus,88.7,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1055,Sigmodon_planifrons,Rodentia,Cricetidae,Sigmodon,planifrons,36.5,PHYLACINE,0,1,EltonTraits,,33,22,0,0,45,PHYLACINE,EltonTraits,
1056,Sigmodon_toltecus,Rodentia,Cricetidae,Sigmodon,toltecus,50,PHYLACINE,0,1,EltonTraits,,0,0,0,0,100,PHYLACINE,EltonTraits,
1057,Sigmodon_ochrognathus,Rodentia,Cricetidae,Sigmodon,ochrognathus,122,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1058,Sigmodon_inopinatus,Rodentia,Cricetidae,Sigmodon,inopinatus,140.5,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1059,Sigmodon_alstoni,Rodentia,Cricetidae,Sigmodon,alstoni,55.7,PHYLACINE,0,1,EltonTraits,,50,0,0,0,50,PHYLACINE,EltonTraits,
1060,Sigmodontomys_alfari,Rodentia,Cricetidae,Sigmodontomys,alfari,50,PHYLACINE,0,1,EltonTraits,,0,0,12,50,38,PHYLACINE,EltonTraits,
1061,Sigmodontomys_aphrastus,Rodentia,Cricetidae,Sigmodontomys,aphrastus,71,PHYLACINE,0,1,EltonTraits,,9,4,11,44,33,PHYLACINE,EltonTraits,
1062,Tapecomys_primus,Rodentia,Cricetidae,Tapecomys,primus,71.5,PHYLACINE,0,1,EltonTraits,,6,0,12,47,35,PHYLACINE,EltonTraits,
1063,Thalpomys_lasiotis,Rodentia,Cricetidae,Thalpomys,lasiotis,24,PHYLACINE,0,1,EltonTraits,,61,0,5,20,15,PHYLACINE,EltonTraits,
1064,Thalpomys_cerradensis,Rodentia,Cricetidae,Thalpomys,cerradensis,24,PHYLACINE,0,1,EltonTraits,,61,0,5,20,15,PHYLACINE,EltonTraits,
1065,Thaptomys_nigrita,Rodentia,Cricetidae,Thaptomys,nigrita,19.9,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
1066,Thomasomys_ucucha,Rodentia,Cricetidae,Thomasomys,ucucha,36,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1067,Thomasomys_ischyrus,Rodentia,Cricetidae,Thomasomys,ischyrus,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1068,Thomasomys_vulcani,Rodentia,Cricetidae,Thomasomys,vulcani,39.1,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1069,Thomasomys_vestitus,Rodentia,Cricetidae,Thomasomys,vestitus,76.5,PHYLACINE,1,1,EltonTraits,,0,0,38,38,25,PHYLACINE,EltonTraits,
1070,Thomasomys_hudsoni,Rodentia,Cricetidae,Thomasomys,hudsoni,23.1,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1071,Thomasomys_pyrrhonotus,Rodentia,Cricetidae,Thomasomys,pyrrhonotus,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1072,Thomasomys_praetor,Rodentia,Cricetidae,Thomasomys,praetor,107.8,PHYLACINE,1,1,EltonTraits,,1,0,37,37,25,PHYLACINE,EltonTraits,
1073,Thomasomys_popayanus,Rodentia,Cricetidae,Thomasomys,popayanus,70.5,PHYLACINE,1,1,EltonTraits,,1,0,37,37,25,PHYLACINE,EltonTraits,
1074,Thomasomys_paramorum,Rodentia,Cricetidae,Thomasomys,paramorum,21.5,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1075,Thomasomys_oreas,Rodentia,Cricetidae,Thomasomys,oreas,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1076,Thomasomys_onkiro,Rodentia,Cricetidae,Thomasomys,onkiro,77.2,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1077,Thomasomys_notatus,Rodentia,Cricetidae,Thomasomys,notatus,77,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1078,Thomasomys_niveipes,Rodentia,Cricetidae,Thomasomys,niveipes,77,PHYLACINE,1,1,EltonTraits,,0,0,38,38,25,PHYLACINE,EltonTraits,
1079,Thomasomys_monochromos,Rodentia,Cricetidae,Thomasomys,monochromos,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1080,Thomasomys_macrotis,Rodentia,Cricetidae,Thomasomys,macrotis,115,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1081,Thomasomys_laniger,Rodentia,Cricetidae,Thomasomys,laniger,35.5,PHYLACINE,1,1,EltonTraits,,0,0,38,38,25,PHYLACINE,EltonTraits,
1082,Thomasomys_taczanowskii,Rodentia,Cricetidae,Thomasomys,taczanowskii,77,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1083,Thomasomys_ladewi,Rodentia,Cricetidae,Thomasomys,ladewi,78,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1084,Thomasomys_kalinowskii,Rodentia,Cricetidae,Thomasomys,kalinowskii,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1085,Thomasomys_gracilis,Rodentia,Cricetidae,Thomasomys,gracilis,77,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1086,Thomasomys_erro,Rodentia,Cricetidae,Thomasomys,erro,46.3,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1087,Thomasomys_eleusis,Rodentia,Cricetidae,Thomasomys,eleusis,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1088,Thomasomys_daphne,Rodentia,Cricetidae,Thomasomys,daphne,77,PHYLACINE,1,1,EltonTraits,,2,0,37,37,24,PHYLACINE,EltonTraits,
1089,Thomasomys_cinnameus,Rodentia,Cricetidae,Thomasomys,cinnameus,17,PHYLACINE,1,1,EltonTraits,,4,0,36,36,24,PHYLACINE,EltonTraits,
1090,Thomasomys_cinereus,Rodentia,Cricetidae,Thomasomys,cinereus,77,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1091,Thomasomys_cinereiventer,Rodentia,Cricetidae,Thomasomys,cinereiventer,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1092,Thomasomys_caudivarius,Rodentia,Cricetidae,Thomasomys,caudivarius,95.9,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1093,Thomasomys_bombycinus,Rodentia,Cricetidae,Thomasomys,bombycinus,114.5,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1094,Thomasomys_baeops,Rodentia,Cricetidae,Thomasomys,baeops,36,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1095,Thomasomys_aureus,Rodentia,Cricetidae,Thomasomys,aureus,88,PHYLACINE,1,1,EltonTraits,,0,0,38,38,25,PHYLACINE,EltonTraits,
1096,Thomasomys_apeco,Rodentia,Cricetidae,Thomasomys,apeco,249.5,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1097,Thomasomys_incanus,Rodentia,Cricetidae,Thomasomys,incanus,77,PHYLACINE,1,1,EltonTraits,,3,0,36,36,24,PHYLACINE,EltonTraits,
1098,Thomasomys_hylophilus,Rodentia,Cricetidae,Thomasomys,hylophilus,36,PHYLACINE,1,1,EltonTraits,,0,0,38,38,25,PHYLACINE,EltonTraits,
1099,Thomasomys_rosalinda,Rodentia,Cricetidae,Thomasomys,rosalinda,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1100,Thomasomys_silvestris,Rodentia,Cricetidae,Thomasomys,silvestris,77,PHYLACINE,1,1,EltonTraits,,2,1,36,36,24,PHYLACINE,EltonTraits,
1101,Wiedomys_pyrrhorhinos,Rodentia,Cricetidae,Wiedomys,pyrrhorhinos,46.7,PHYLACINE,1,0,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1102,Wilfredomys_oenax,Rodentia,Cricetidae,Wilfredomys,oenax,46.8,PHYLACINE,0,1,EltonTraits,,0,0,40,0,60,PHYLACINE,EltonTraits,
1103,Zygodontomys_brunneus,Rodentia,Cricetidae,Zygodontomys,brunneus,75.6,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1104,Zygodontomys_brevicauda,Rodentia,Cricetidae,Zygodontomys,brevicauda,52.2,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1105,Allocricetulus_curtatus,Rodentia,Cricetidae,Allocricetulus,curtatus,47.8,PHYLACINE,0,1,EltonTraits,,10,0,11,45,34,PHYLACINE,EltonTraits,
1106,Allocricetulus_eversmanni,Rodentia,Cricetidae,Allocricetulus,eversmanni,115.6,PHYLACINE,0,1,EltonTraits,,20,0,10,40,30,PHYLACINE,EltonTraits,
1107,Cansumys_canus,Rodentia,Cricetidae,Cansumys,canus,90.5,PHYLACINE,0,1,EltonTraits,,0,0,12,50,38,PHYLACINE,EltonTraits,
1108,Cricetulus_alticola,Rodentia,Cricetidae,Cricetulus,alticola,35,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1109,Cricetulus_barabensis,Rodentia,Cricetidae,Cricetulus,barabensis,22.9,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1110,Cricetulus_kamensis,Rodentia,Cricetidae,Cricetulus,kamensis,30,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1111,Cricetulus_longicaudatus,Rodentia,Cricetidae,Cricetulus,longicaudatus,22.1,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1112,Cricetulus_migratorius,Rodentia,Cricetidae,Cricetulus,migratorius,38.5,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1113,Cricetulus_sokolovi,Rodentia,Cricetidae,Cricetulus,sokolovi,24,PHYLACINE,0,1,EltonTraits,,0,0,0,50,50,PHYLACINE,EltonTraits,
1114,Cricetus_cricetus,Rodentia,Cricetidae,Cricetus,cricetus,510,PHYLACINE,0,1,EltonTraits,,10,10,0,0,80,PHYLACINE,EltonTraits,
1115,Mesocricetus_auratus,Rodentia,Cricetidae,Mesocricetus,auratus,105,PHYLACINE,0,1,EltonTraits,,0,10,30,30,30,PHYLACINE,EltonTraits,
1116,Mesocricetus_raddei,Rodentia,Cricetidae,Mesocricetus,raddei,260,PHYLACINE,0,1,EltonTraits,,0,10,30,30,30,PHYLACINE,EltonTraits,
1117,Mesocricetus_newtoni,Rodentia,Cricetidae,Mesocricetus,newtoni,97.5,PHYLACINE,0,1,EltonTraits,,0,10,30,30,30,PHYLACINE,EltonTraits,
1118,Mesocricetus_brandti,Rodentia,Cricetidae,Mesocricetus,brandti,198,PHYLACINE,0,1,EltonTraits,,0,10,30,30,30,PHYLACINE,EltonTraits,
1119,Phodopus_campbelli,Rodentia,Cricetidae,Phodopus,campbelli,23.4,PHYLACINE,0,1,EltonTraits,,0,0,0,70,30,PHYLACINE,EltonTraits,
1120,Phodopus_roborovskii,Rodentia,Cricetidae,Phodopus,roborovskii,18.8,PHYLACINE,0,1,EltonTraits,,0,0,0,70,30,PHYLACINE,EltonTraits,
1121,Phodopus_sungorus,Rodentia,Cricetidae,Phodopus,sungorus,33.8,PHYLACINE,0,1,EltonTraits,,0,0,0,70,30,PHYLACINE,EltonTraits,
1122,Tscherskia_triton,Rodentia,Cricetidae,Tscherskia,triton,166.5,PHYLACINE,0,1,EltonTraits,,0,0,0,100,0,PHYLACINE,EltonTraits,
1123,Nyctomys_sumichrasti,Rodentia,Cricetidae,Nyctomys,sumichrasti,49.4,PHYLACINE,0,1,EltonTraits,,0,0,40,40,20,PHYLACINE,EltonTraits,
1124,Otonyctomys_hatti,Rodentia,Cricetidae,Otonyctomys,hatti,36.2,PHYLACINE,0,1,EltonTraits,,0,0,12,50,38,PHYLACINE,EltonTraits,
1125,Ototylomys_phyllotis,Rodentia,Cricetidae,Ototylomys,phyllotis,120,PHYLACINE,0,1,EltonTraits,,0,0,50,0,50,PHYLACINE,EltonTraits,
1126,Tylomys_bullaris,Rodentia,Cricetidae,Tylomys,bullaris,280,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1127,Tylomys_fulviventer,Rodentia,Cricetidae,Tylomys,fulviventer,225.7,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1128,Tylomys_mirae,Rodentia,Cricetidae,Tylomys,mirae,183.6,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1129,Tylomys_nudicaudus,Rodentia,Cricetidae,Tylomys,nudicaudus,100,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1130,Tylomys_panamensis,Rodentia,Cricetidae,Tylomys,panamensis,240,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1131,Tylomys_tumbalensis,Rodentia,Cricetidae,Tylomys,tumbalensis,280,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1132,Tylomys_watsoni,Rodentia,Cricetidae,Tylomys,watsoni,240,PHYLACINE,0,1,EltonTraits,,0,0,10,80,10,PHYLACINE,EltonTraits,
1133,Acomys_airensis,Rodentia,Muridae,Acomys,airensis,48.3,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
1134,Acomys_percivali,Rodentia,Muridae,Acomys,percivali,22,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1135,Acomys_spinosissimus,Rodentia,Muridae,Acomys,spinosissimus,26.5,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1136,Acomys_wilsoni,Rodentia,Muridae,Acomys,wilsoni,18.5,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1137,Acomys_russatus,Rodentia,Muridae,Acomys,russatus,49.8,PHYLACINE,0,1,EltonTraits,,20,40,0,10,30,PHYLACINE,EltonTraits,
1138,Acomys_seurati,Rodentia,Muridae,Acomys,seurati,71.2,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
1139,Acomys_kempi,Rodentia,Muridae,Acomys,kempi,22,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1140,Acomys_mullah,Rodentia,Muridae,Acomys,mullah,28.4,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1141,Acomys_johannis,Rodentia,Muridae,Acomys,johannis,18.5,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
1142,Acomys_ignitus,Rodentia,Muridae,Acomys,ignitus,24,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1143,Acomys_dimidiatus,Rodentia,Muridae,Acomys,dimidiatus,37.5,PHYLACINE,0,1,EltonTraits,,20,0,0,13,67,PHYLACINE,EltonTraits,
1144,Acomys_cineraceus,Rodentia,Muridae,Acomys,cineraceus,20.3,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
1145,Acomys_cahirinus,Rodentia,Muridae,Acomys,cahirinus,52.5,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1146,Acomys_louisae,Rodentia,Muridae,Acomys,louisae,20.2,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1147,Acomys_subspinosus,Rodentia,Muridae,Acomys,subspinosus,21,PHYLACINE,0,1,EltonTraits,,0,30,0,0,70,PHYLACINE,EltonTraits,
1148,Deomys_ferrugineus,Rodentia,Muridae,Deomys,ferrugineus,62,PHYLACINE,0,1,EltonTraits,,90,0,0,0,10,PHYLACINE,EltonTraits,
1149,Lophuromys_sikapusi,Rodentia,Muridae,Lophuromys,sikapusi,74.1,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1150,Lophuromys_melanonyx,Rodentia,Muridae,Lophuromys,melanonyx,102.1,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1151,Lophuromys_huttereri,Rodentia,Muridae,Lophuromys,huttereri,39.9,PHYLACINE,0,1,EltonTraits,,78,11,0,0,11,PHYLACINE,EltonTraits,
1152,Lophuromys_brevicaudus,Rodentia,Muridae,Lophuromys,brevicaudus,43.1,PHYLACINE,0,1,EltonTraits,,78,11,0,0,11,PHYLACINE,EltonTraits,
1153,Lophuromys_chrysopus,Rodentia,Muridae,Lophuromys,chrysopus,43.1,PHYLACINE,0,1,EltonTraits,,78,11,0,0,11,PHYLACINE,EltonTraits,
1154,Lophuromys_dieterleni,Rodentia,Muridae,Lophuromys,dieterleni,63.6,PHYLACINE,0,1,EltonTraits,,78,11,0,0,11,PHYLACINE,EltonTraits,
1155,Lophuromys_eisentrauti,Rodentia,Muridae,Lophuromys,eisentrauti,30,PHYLACINE,0,1,EltonTraits,,78,11,0,0,11,PHYLACINE,EltonTraits,
1156,Lophuromys_flavopunctatus,Rodentia,Muridae,Lophuromys,flavopunctatus,60,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1157,Lophuromys_rahmi,Rodentia,Muridae,Lophuromys,rahmi,38,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1158,Lophuromys_nudicaudus,Rodentia,Muridae,Lophuromys,nudicaudus,39.5,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1159,Lophuromys_luteogaster,Rodentia,Muridae,Lophuromys,luteogaster,34,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1160,Lophuromys_woosnami,Rodentia,Muridae,Lophuromys,woosnami,42.2,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1161,Lophuromys_medicaudatus,Rodentia,Muridae,Lophuromys,medicaudatus,35,PHYLACINE,0,1,EltonTraits,,80,10,0,0,10,PHYLACINE,EltonTraits,
1162,Uranomys_ruddi,Rodentia,Muridae,Uranomys,ruddi,40.4,PHYLACINE,0,1,EltonTraits,,100,0,0,0,0,PHYLACINE,Non-Herbivore,
1163,Psammomys_obesus,Rodentia,Muridae,Psammomys,obesus,369.6,PHYLACINE,0,1,EltonTraits,,0,0,0,0,100,PHYLACINE,EltonTraits,
1164,Psammomys_vexillaris,Rodentia,Muridae,Psammomys,vexillaris,143.1,PHYLACINE,0,1,EltonTraits,,0,0,0,0,100,PHYLACINE,EltonTraits,
1165,Rhombomys_opimus,Rodentia,Muridae,Rhombomys,opimus,144,PHYLACINE,0,1,EltonTraits,,0,0,0,0,100,PHYLACINE,EltonTraits,
1166,Sekeetamys_calurus,Rodentia,Muridae,Sekeetamys,calurus,55.3,PHYLACINE,0,1,EltonTraits,,20,0,10,20,50,PHYLACINE,EltonTraits,
1167,Tatera_indica,Rodentia,Muridae,Tatera,indica,166.3,PHYLACINE,0,1,EltonTraits,,10,20,0,20,50,PHYLACINE,EltonTraits,
1168,Taterillus_tranieri,Rodentia,Muridae,Taterillus,tranieri,46.8,PHYLACINE,0,1,EltonTraits,,48,0,0,52,0,PHYLACINE,EltonTraits,
1169,Taterillus_arenarius,Rodentia,Muridae,Taterillus,arenarius,47,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1170,Taterillus_congicus,Rodentia,Muridae,Taterillus,congicus,50.1,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1171,Taterillus_emini,Rodentia,Muridae,Taterillus,emini,52,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1172,Taterillus_pygargus,Rodentia,Muridae,Taterillus,pygargus,60.2,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1173,Taterillus_gracilis,Rodentia,Muridae,Taterillus,gracilis,48,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1174,Taterillus_lacustris,Rodentia,Muridae,Taterillus,lacustris,50.1,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1175,Taterillus_petteri,Rodentia,Muridae,Taterillus,petteri,50.8,PHYLACINE,0,1,EltonTraits,,50,0,0,50,0,PHYLACINE,EltonTraits,
1176,Ammodillus_imbellis,Rodentia,Muridae,Ammodillus,imbellis,50,PHYLACINE,0,1,EltonTraits,,30,2,8,15,45,PHYLACINE,EltonTraits,
1177,Brachiones_przewalskii,Rodentia,Muridae,Brachiones,przewalskii,22,PHYLACINE,0,1,EltonTraits,,18,0,9,18,55,PHYLACINE,EltonTraits,
1178,Desmodilliscus_braueri,Rodentia,Muridae,Desmodilliscus,braueri,10,PHYLACINE,0,1,EltonTraits,,0,0,0,100,0,PHYLACINE,EltonTraits,
1179,Desmodillus_auricularis,Rodentia,Muridae,Desmodillus,auricularis,53.3,PHYLACINE,0,1,EltonTraits,,30,0,0,70,0,PHYLACINE,EltonTraits,
1180,Gerbillus_simoni,Rodentia,Muridae,Gerbillus,simoni,17.4,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1181,Gerbillus_maghrebi,Rodentia,Muridae,Gerbillus,maghrebi,46,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1182,Gerbillus_lowei,Rodentia,Muridae,Gerbillus,lowei,37.8,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1183,Gerbillus_mackillingini,Rodentia,Muridae,Gerbillus,mackillingini,17.2,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1184,Gerbillus_rupicola,Rodentia,Muridae,Gerbillus,rupicola,37,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1185,Gerbillus_stigmonyx,Rodentia,Muridae,Gerbillus,stigmonyx,23.5,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1186,Gerbillus_dasyurus,Rodentia,Muridae,Gerbillus,dasyurus,23.5,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1187,Gerbillus_campestris,Rodentia,Muridae,Gerbillus,campestris,28.4,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1188,Gerbillus_bottai,Rodentia,Muridae,Gerbillus,bottai,6.9,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1189,Gerbillus_harwoodi,Rodentia,Muridae,Gerbillus,harwoodi,11.1,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1190,Gerbillus_somalicus,Rodentia,Muridae,Gerbillus,somalicus,22.2,PHYLACINE,0,1,EltonTraits,,20,0,0,30,50,PHYLACINE,EltonTraits,
1191,Gerbilliscus_boehmi,Rodentia,Muridae,Gerbilliscus,boehmi,96,PHYLACINE,0,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
1192,Gerbilliscus_phillipsi,Rodentia,Muridae,Gerbilliscus,phillipsi,62.9,PHYLACINE,0,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
1193,Gerbilliscus_afra,Rodentia,Muridae,Gerbilliscus,afra,97,PHYLACINE,0,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
1194,Gerbilliscus_validus,Rodentia,Muridae,Gerbilliscus,validus,107.7,PHYLACINE,0,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
1195,Gerbilliscus_robustus,Rodentia,Muridae,Gerbilliscus,robustus,96,PHYLACINE,0,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
1196,Gerbilliscus_nigricaudus,Rodentia,Muridae,Gerbilliscus,nigricaudus,123,PHYLACINE,0,1,EltonTraits,,20,0,0,20,60,PHYLACINE,EltonTraits,
