,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Aerial,ForStrat.Source,Diet.Invertebrate,Diet.Vertebrate,Diet.Fruit,Diet.Nect,Diet.Source,PlantCat.Source,PlantCat.Notes
1,Acerodon_celebensis,Chiroptera,Pteropodidae,Acerodon,celebensis,390,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
2,Acerodon_jubatus,Chiroptera,Pteropodidae,Acerodon,jubatus,1075,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
3,Aethalops_aequalis,Chiroptera,Pteropodidae,Aethalops,aequalis,11.6,PHYLACINE,1,0,0,EltonTraits,0,0,50,50,PHYLACINE,EltonTraits,
4,Aethalops_alecto,Chiroptera,Pteropodidae,Aethalops,alecto,15,PHYLACINE,1,0,0,EltonTraits,0,0,70,30,PHYLACINE,EltonTraits,
5,Alionycteris_paucidentata,Chiroptera,Pteropodidae,Alionycteris,paucidentata,16.2,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
6,Aproteles_bulmerae,Chiroptera,Pteropodidae,Aproteles,bulmerae,600,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
7,Balionycteris_maculata,Chiroptera,Pteropodidae,Balionycteris,maculata,13.4,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
8,Casinycteris_argynnis,Chiroptera,Pteropodidae,Casinycteris,argynnis,29.9,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
9,Chironax_melanocephalus,Chiroptera,Pteropodidae,Chironax,melanocephalus,16.7,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
10,Cynopterus_sphinx,Chiroptera,Pteropodidae,Cynopterus,sphinx,43.7,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
11,Cynopterus_titthaecheilus,Chiroptera,Pteropodidae,Cynopterus,titthaecheilus,56.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
12,Cynopterus_luzoniensis,Chiroptera,Pteropodidae,Cynopterus,luzoniensis,27.9,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
13,Cynopterus_brachyotis,Chiroptera,Pteropodidae,Cynopterus,brachyotis,31.2,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
14,Cynopterus_horsfieldii,Chiroptera,Pteropodidae,Cynopterus,horsfieldii,55.1,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
15,Cynopterus_minutus,Chiroptera,Pteropodidae,Cynopterus,minutus,25.8,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
16,Dobsonia_anderseni,Chiroptera,Pteropodidae,Dobsonia,anderseni,204.1,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
17,Dobsonia_minor,Chiroptera,Pteropodidae,Dobsonia,minor,78.2,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
18,Dobsonia_exoleta,Chiroptera,Pteropodidae,Dobsonia,exoleta,249,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
19,Dobsonia_crenulata,Chiroptera,Pteropodidae,Dobsonia,crenulata,272,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
20,Dyacopterus_brooksi,Chiroptera,Pteropodidae,Dyacopterus,brooksi,88.5,PHYLACINE,1,0,0,EltonTraits,0,1,79,20,PHYLACINE,EltonTraits,
21,Dyacopterus_spadiceus,Chiroptera,Pteropodidae,Dyacopterus,spadiceus,84.2,PHYLACINE,1,0,0,EltonTraits,0,1,79,20,PHYLACINE,EltonTraits,
22,Eidolon_dupreanum,Chiroptera,Pteropodidae,Eidolon,dupreanum,283.8,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
23,Eidolon_helvum,Chiroptera,Pteropodidae,Eidolon,helvum,253.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
24,Eonycteris_spelaea,Chiroptera,Pteropodidae,Eonycteris,spelaea,58.1,PHYLACINE,1,0,0,EltonTraits,0,0,0,100,PHYLACINE,EltonTraits,
25,Eonycteris_robusta,Chiroptera,Pteropodidae,Eonycteris,robusta,77.5,PHYLACINE,1,0,0,EltonTraits,0,0,0,100,PHYLACINE,EltonTraits,
26,Eonycteris_major,Chiroptera,Pteropodidae,Eonycteris,major,72.8,PHYLACINE,1,0,0,EltonTraits,0,0,0,100,PHYLACINE,EltonTraits,
27,Epomophorus_angolensis,Chiroptera,Pteropodidae,Epomophorus,angolensis,131.7,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
28,Epomophorus_crypturus,Chiroptera,Pteropodidae,Epomophorus,crypturus,111.1,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
29,Epomophorus_gambianus,Chiroptera,Pteropodidae,Epomophorus,gambianus,128.9,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
30,Epomophorus_grandis,Chiroptera,Pteropodidae,Epomophorus,grandis,48.6,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
31,Epomophorus_labiatus,Chiroptera,Pteropodidae,Epomophorus,labiatus,63,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
32,Epomophorus_minimus,Chiroptera,Pteropodidae,Epomophorus,minimus,44,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
33,Epomophorus_minor,Chiroptera,Pteropodidae,Epomophorus,minor,65.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
34,Epomophorus_wahlbergi,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,91.6,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
35,Epomops_dobsonii,Chiroptera,Pteropodidae,Epomops,dobsonii,120,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
36,Epomops_franqueti,Chiroptera,Pteropodidae,Epomops,franqueti,118.9,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
37,Epomops_buettikoferi,Chiroptera,Pteropodidae,Epomops,buettikoferi,133.8,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
38,Pteropus_griseus,Chiroptera,Pteropodidae,Pteropus,griseus,269,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
39,Pteropus_hypomelanus,Chiroptera,Pteropodidae,Pteropus,hypomelanus,428.1,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
40,Pteropus_intermedius,Chiroptera,Pteropodidae,Pteropus,intermedius,971.6,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
41,Pteropus_leucopterus,Chiroptera,Pteropodidae,Pteropus,leucopterus,340,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
42,Pteropus_lylei,Chiroptera,Pteropodidae,Pteropus,lylei,316.7,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
43,Pteropus_macrotis,Chiroptera,Pteropodidae,Pteropus,macrotis,357,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
44,Pteropus_alecto,Chiroptera,Pteropodidae,Pteropus,alecto,643.6,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
45,Pteropus_dasymallus,Chiroptera,Pteropodidae,Pteropus,dasymallus,435,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
46,Pteropus_conspicillatus,Chiroptera,Pteropodidae,Pteropus,conspicillatus,775.7,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
47,Pteropus_capistratus,Chiroptera,Pteropodidae,Pteropus,capistratus,223,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
48,Pteropus_giganteus,Chiroptera,Pteropodidae,Pteropus,giganteus,804.2,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
49,Pteropus_tonganus,Chiroptera,Pteropodidae,Pteropus,tonganus,418.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
50,Pteropus_voeltzkowi,Chiroptera,Pteropodidae,Pteropus,voeltzkowi,527.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
51,Pteropus_seychellensis,Chiroptera,Pteropodidae,Pteropus,seychellensis,457,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
52,Pteropus_scapulatus,Chiroptera,Pteropodidae,Pteropus,scapulatus,447.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
53,Pteropus_rufus,Chiroptera,Pteropodidae,Pteropus,rufus,361,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
54,Pteropus_neohibernicus,Chiroptera,Pteropodidae,Pteropus,neohibernicus,966.8,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
55,Pteropus_pumilus,Chiroptera,Pteropodidae,Pteropus,pumilus,183.4,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
56,Pteropus_pohlei,Chiroptera,Pteropodidae,Pteropus,pohlei,343,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
57,Pteropus_poliocephalus,Chiroptera,Pteropodidae,Pteropus,poliocephalus,749.9,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
58,Pteropus_vampyrus,Chiroptera,Pteropodidae,Pteropus,vampyrus,935.9,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
59,Rousettus_spinalatus,Chiroptera,Pteropodidae,Rousettus,spinalatus,90.8,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
60,Rousettus_leschenaultii,Chiroptera,Pteropodidae,Rousettus,leschenaultii,97.1,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
61,Rousettus_celebensis,Chiroptera,Pteropodidae,Rousettus,celebensis,56.3,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
62,Rousettus_amplexicaudatus,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,82.5,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
63,Rousettus_aegyptiacus,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,132.2,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
64,Rousettus_bidens,Chiroptera,Pteropodidae,Rousettus,bidens,171,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
65,Rousettus_lanosus,Chiroptera,Pteropodidae,Rousettus,lanosus,103,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
66,Rousettus_madagascariensis,Chiroptera,Pteropodidae,Rousettus,madagascariensis,62.1,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
67,Haplonycteris_fischeri,Chiroptera,Pteropodidae,Haplonycteris,fischeri,18,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
68,Harpyionycteris_celebensis,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,104,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
69,Harpyionycteris_whiteheadi,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,110.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
70,Hypsignathus_monstrosus,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,335.1,PHYLACINE,1,0,0,EltonTraits,0,10,90,0,PHYLACINE,EltonTraits,
71,Latidens_salimalii,Chiroptera,Pteropodidae,Latidens,salimalii,55.2,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
72,Lissonycteris_angolensis,Chiroptera,Pteropodidae,Lissonycteris,angolensis,74.6,PHYLACINE,1,0,0,EltonTraits,0,0,60,40,PHYLACINE,EltonTraits,
73,Macroglossus_minimus,Chiroptera,Pteropodidae,Macroglossus,minimus,16.4,PHYLACINE,1,0,0,EltonTraits,0,0,20,80,PHYLACINE,EltonTraits,
74,Macroglossus_sobrinus,Chiroptera,Pteropodidae,Macroglossus,sobrinus,22.1,PHYLACINE,1,0,0,EltonTraits,0,0,20,80,PHYLACINE,EltonTraits,
75,Megaerops_kusnotoi,Chiroptera,Pteropodidae,Megaerops,kusnotoi,20.1,PHYLACINE,1,0,0,EltonTraits,1,0,79,20,PHYLACINE,EltonTraits,
76,Megaerops_niphanae,Chiroptera,Pteropodidae,Megaerops,niphanae,32.6,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
77,Megaerops_wetmorei,Chiroptera,Pteropodidae,Megaerops,wetmorei,18.5,PHYLACINE,1,0,0,EltonTraits,1,0,79,20,PHYLACINE,EltonTraits,
78,Megaerops_ecaudatus,Chiroptera,Pteropodidae,Megaerops,ecaudatus,24.7,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
79,Megaloglossus_woermanni,Chiroptera,Pteropodidae,Megaloglossus,woermanni,15.7,PHYLACINE,1,0,0,EltonTraits,0,0,0,100,PHYLACINE,EltonTraits,
80,Micropteropus_pusillus,Chiroptera,Pteropodidae,Micropteropus,pusillus,26.6,PHYLACINE,1,0,0,EltonTraits,0,0,90,10,PHYLACINE,EltonTraits,
81,Micropteropus_intermedius,Chiroptera,Pteropodidae,Micropteropus,intermedius,44,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
82,Myonycteris_relicta,Chiroptera,Pteropodidae,Myonycteris,relicta,52,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
83,Myonycteris_torquata,Chiroptera,Pteropodidae,Myonycteris,torquata,42.2,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
84,Nanonycteris_veldkampii,Chiroptera,Pteropodidae,Nanonycteris,veldkampii,21.4,PHYLACINE,1,0,0,EltonTraits,0,0,0,100,PHYLACINE,EltonTraits,
85,Nyctimene_draconilla,Chiroptera,Pteropodidae,Nyctimene,draconilla,29,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
86,Nyctimene_robinsoni,Chiroptera,Pteropodidae,Nyctimene,robinsoni,49.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
87,Nyctimene_cyclotis,Chiroptera,Pteropodidae,Nyctimene,cyclotis,48,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
88,Nyctimene_certans,Chiroptera,Pteropodidae,Nyctimene,certans,42.1,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
89,Nyctimene_cephalotes,Chiroptera,Pteropodidae,Nyctimene,cephalotes,44.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
90,Nyctimene_albiventer,Chiroptera,Pteropodidae,Nyctimene,albiventer,29.9,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
91,Nyctimene_aello,Chiroptera,Pteropodidae,Nyctimene,aello,84.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
92,Nyctimene_major,Chiroptera,Pteropodidae,Nyctimene,major,104.2,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
93,Otopteropus_cartilagonodus,Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,16.8,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
94,Paranyctimene_raptor,Chiroptera,Pteropodidae,Paranyctimene,raptor,24.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
95,Paranyctimene_tenax,Chiroptera,Pteropodidae,Paranyctimene,tenax,31.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
96,Penthetor_lucasi,Chiroptera,Pteropodidae,Penthetor,lucasi,38.2,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
97,Plerotes_anchietae,Chiroptera,Pteropodidae,Plerotes,anchietae,38,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
98,Ptenochirus_jagori,Chiroptera,Pteropodidae,Ptenochirus,jagori,77.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
99,Ptenochirus_minor,Chiroptera,Pteropodidae,Ptenochirus,minor,36.3,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
100,Scotonycteris_ophiodon,Chiroptera,Pteropodidae,Scotonycteris,ophiodon,67.5,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
101,Scotonycteris_zenkeri,Chiroptera,Pteropodidae,Scotonycteris,zenkeri,20.8,PHYLACINE,1,0,0,EltonTraits,0,0,100,0,PHYLACINE,EltonTraits,
102,Sphaerias_blanfordi,Chiroptera,Pteropodidae,Sphaerias,blanfordi,28.2,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
103,Styloctenium_wallacei,Chiroptera,Pteropodidae,Styloctenium,wallacei,173,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
104,Syconycteris_hobbit,Chiroptera,Pteropodidae,Syconycteris,hobbit,18.3,PHYLACINE,1,0,0,EltonTraits,0,0,10,90,PHYLACINE,EltonTraits,
105,Syconycteris_australis,Chiroptera,Pteropodidae,Syconycteris,australis,17.1,PHYLACINE,1,0,0,EltonTraits,0,0,10,90,PHYLACINE,EltonTraits,
106,Thoopterus_nigrescens,Chiroptera,Pteropodidae,Thoopterus,nigrescens,60.4,PHYLACINE,1,0,0,EltonTraits,0,0,80,20,PHYLACINE,EltonTraits,
107,Rhinolophus_mitratus,Chiroptera,Rhinolophidae,Rhinolophus,mitratus,19,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
108,Rhinolophus_pusillus,Chiroptera,Rhinolophidae,Rhinolophus,pusillus,7.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
109,Rhinolophus_philippinensis,Chiroptera,Rhinolophidae,Rhinolophus,philippinensis,10.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
110,Rhinolophus_pearsonii,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,11.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
111,Rhinolophus_paradoxolophus,Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,8.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
112,Rhinolophus_landeri,Chiroptera,Rhinolophidae,Rhinolophus,landeri,8.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
113,Rhinolophus_osgoodi,Chiroptera,Rhinolophidae,Rhinolophus,osgoodi,7.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
114,Rhinolophus_maendeleo,Chiroptera,Rhinolophidae,Rhinolophus,maendeleo,6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
115,Rhinolophus_mehelyi,Chiroptera,Rhinolophidae,Rhinolophus,mehelyi,12.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
116,Rhinolophus_megaphyllus,Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,10.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
117,Rhinolophus_marshalli,Chiroptera,Rhinolophidae,Rhinolophus,marshalli,5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
118,Rhinolophus_malayanus,Chiroptera,Rhinolophidae,Rhinolophus,malayanus,6.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
119,Rhinolophus_rex,Chiroptera,Rhinolophidae,Rhinolophus,rex,11.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
120,Rhinolophus_ziama,Chiroptera,Rhinolophidae,Rhinolophus,ziama,22.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
121,Rhinolophus_siamensis,Chiroptera,Rhinolophidae,Rhinolophus,siamensis,5.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
122,Rhinolophus_simulator,Chiroptera,Rhinolophidae,Rhinolophus,simulator,8.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
123,Rhinolophus_virgo,Chiroptera,Rhinolophidae,Rhinolophus,virgo,6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
124,Rhinolophus_yunanensis,Chiroptera,Rhinolophidae,Rhinolophus,yunanensis,19.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
125,Rhinolophus_trifoliatus,Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,14.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
126,Rhinolophus_thomasi,Chiroptera,Rhinolophidae,Rhinolophus,thomasi,8.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
127,Rhinolophus_swinnyi,Chiroptera,Rhinolophidae,Rhinolophus,swinnyi,7.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
128,Rhinolophus_subrufus,Chiroptera,Rhinolophidae,Rhinolophus,subrufus,14.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
129,Rhinolophus_subbadius,Chiroptera,Rhinolophidae,Rhinolophus,subbadius,6.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
130,Rhinolophus_shameli,Chiroptera,Rhinolophidae,Rhinolophus,shameli,9.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
131,Rhinolophus_sinicus,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,11.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
132,Rhinolophus_robinsoni,Chiroptera,Rhinolophidae,Rhinolophus,robinsoni,8.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
133,Rhinolophus_silvestris,Chiroptera,Rhinolophidae,Rhinolophus,silvestris,16.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
134,Rhinolophus_shortridgei,Chiroptera,Rhinolophidae,Rhinolophus,shortridgei,6.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
135,Rhinolophus_sedulus,Chiroptera,Rhinolophidae,Rhinolophus,sedulus,8.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
136,Rhinolophus_sakejiensis,Chiroptera,Rhinolophidae,Rhinolophus,sakejiensis,14.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
137,Rhinolophus_ruwenzorii,Chiroptera,Rhinolophidae,Rhinolophus,ruwenzorii,17.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
138,Rhinolophus_rufus,Chiroptera,Rhinolophidae,Rhinolophus,rufus,30,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
139,Rhinolophus_rouxii,Chiroptera,Rhinolophidae,Rhinolophus,rouxii,11.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
140,Rhinolophus_stheno,Chiroptera,Rhinolophidae,Rhinolophus,stheno,7.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
141,Rhinolophus_affinis,Chiroptera,Rhinolophidae,Rhinolophus,affinis,13.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
142,Rhinolophus_clivosus,Chiroptera,Rhinolophidae,Rhinolophus,clivosus,15.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
143,Rhinolophus_capensis,Chiroptera,Rhinolophidae,Rhinolophus,capensis,12.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
144,Rhinolophus_inops,Chiroptera,Rhinolophidae,Rhinolophus,inops,13.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
145,Rhinolophus_borneensis,Chiroptera,Rhinolophidae,Rhinolophus,borneensis,7.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
146,Rhinolophus_bocharicus,Chiroptera,Rhinolophidae,Rhinolophus,bocharicus,15.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
147,Rhinolophus_blasii,Chiroptera,Rhinolophidae,Rhinolophus,blasii,9.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
148,Rhinolophus_beddomei,Chiroptera,Rhinolophidae,Rhinolophus,beddomei,14.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
149,Rhinolophus_coelophyllus,Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus,7.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
150,Rhinolophus_alcyone,Chiroptera,Rhinolophidae,Rhinolophus,alcyone,18.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
151,Rhinolophus_celebensis,Chiroptera,Rhinolophidae,Rhinolophus,celebensis,6.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
