,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Aerial,ForStrat.Source,Diet.Invertebrate,Diet.Vertebrate,Diet.Fruit,Diet.Nect,Diet.Source,PlantCat.Source,PlantCat.Notes
935,Thyroptera_tricolor,Chiroptera,Thyropteridae,Thyroptera,tricolor,4.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
936,Chilonatalus_micropus,Chiroptera,Natalidae,Chilonatalus,micropus,3.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
937,Natalus_major,Chiroptera,Natalidae,Natalus,major,7.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
938,Natalus_primus,Chiroptera,Natalidae,Natalus,primus,9.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
939,Natalus_tumidirostris,Chiroptera,Natalidae,Natalus,tumidirostris,6.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
940,Nyctiellus_lepidus,Chiroptera,Natalidae,Nyctiellus,lepidus,2.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
941,Anoura_fistulata,Chiroptera,Phyllostomidae,Anoura,fistulata,13,PHYLACINE,1,0,0,Imputed from genus,10,0,39,51,PHYLACINE,Imputed from genus,
942,Artibeus_anthonyi,Chiroptera,Phyllostomidae,Artibeus,anthonyi,55.2,PHYLACINE,1,0,0,Imputed from genus,11,0,79,10,PHYLACINE,Imputed from genus,
943,Artibeus_planirostris,Chiroptera,Phyllostomidae,Artibeus,planirostris,47,PHYLACINE,1,0,0,Imputed from genus,20,0,71,9,PHYLACINE,Imputed from genus,
944,Artibeus_schwartzi,Chiroptera,Phyllostomidae,Artibeus,schwartzi,43,PHYLACINE,1,0,0,Imputed from genus,10,0,80,10,PHYLACINE,Imputed from genus,
945,Carollia_manu,Chiroptera,Phyllostomidae,Carollia,manu,18.7,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
946,Chaerephon_jobimena,Chiroptera,Molossidae,Chaerephon,jobimena,14.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
947,Cynomops_milleri,Chiroptera,Molossidae,Cynomops,milleri,15.8,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
948,Dermanura_rosenbergi,Chiroptera,Phyllostomidae,Dermanura,rosenbergi,10.2,PHYLACINE,1,0,0,Imputed from genus,20,0,71,9,PHYLACINE,Imputed from genus,
949,Desmodus_draculae,Chiroptera,Phyllostomidae,Desmodus,draculae,71.2,PHYLACINE,0,1,0,Imputed from genus,0,100,0,0,PHYLACINE,Non-Herbivore,
950,Desmodus_puntajudensis,Chiroptera,Phyllostomidae,Desmodus,puntajudensis,26.1,PHYLACINE,0,1,0,Imputed from genus,3,97,0,0,PHYLACINE,"Diet.Plant < 10, reallocated to Vert and Inv",
951,Desmodus_stocki,Chiroptera,Phyllostomidae,Desmodus,stocki,47.7,PHYLACINE,0,1,0,Imputed from genus,2,98,0,0,PHYLACINE,"Diet.Plant < 10, reallocated to Vert and Inv",
952,Epomophorus_anselli,Chiroptera,Pteropodidae,Epomophorus,anselli,65.6,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
953,Eptesicus_isabellinus,Chiroptera,Vespertilionidae,Eptesicus,isabellinus,18.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
954,Eumops_floridanus,Chiroptera,Molossidae,Eumops,floridanus,38.4,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
955,Eumops_wilsoni,Chiroptera,Molossidae,Eumops,wilsoni,36.1,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
956,Harpiola_isodon,Chiroptera,Vespertilionidae,Harpiola,isodon,6.4,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
957,Hipposideros_boeadii,Chiroptera,Hipposideridae,Hipposideros,boeadii,7.7,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
958,Hipposideros_khaokhouayensis,Chiroptera,Hipposideridae,Hipposideros,khaokhouayensis,8.7,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
959,Kerivoula_kachinensis,Chiroptera,Vespertilionidae,Kerivoula,kachinensis,4.8,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
960,Kerivoula_krauensis,Chiroptera,Vespertilionidae,Kerivoula,krauensis,3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
961,Kerivoula_titania,Chiroptera,Vespertilionidae,Kerivoula,titania,4.6,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
962,Lonchophylla_chocoana,Chiroptera,Phyllostomidae,Lonchophylla,chocoana,21,PHYLACINE,1,0,0,Imputed from genus,20,0,40,40,PHYLACINE,Imputed from genus,
963,Lonchophylla_concava,Chiroptera,Phyllostomidae,Lonchophylla,concava,7.4,PHYLACINE,1,0,0,Imputed from genus,20,0,40,40,PHYLACINE,Imputed from genus,
964,Lonchophylla_orcesi,Chiroptera,Phyllostomidae,Lonchophylla,orcesi,22,PHYLACINE,1,0,0,Imputed from genus,20,0,40,40,PHYLACINE,Imputed from genus,
965,Lophostoma_occidentalis,Chiroptera,Phyllostomidae,Lophostoma,occidentalis,20.6,PHYLACINE,1,1,0,Imputed from genus,88,1,11,0,PHYLACINE,Imputed from genus,
966,Megaloglossus_azagnyi,Chiroptera,Pteropodidae,Megaloglossus,azagnyi,26.9,PHYLACINE,1,0,0,Imputed from genus,0,0,0,100,PHYLACINE,Imputed from genus,
967,Micronycteris_giovanniae,Chiroptera,Phyllostomidae,Micronycteris,giovanniae,7.1,PHYLACINE,1,1,0,Imputed from genus,84,1,15,0,PHYLACINE,Imputed from genus,
968,Miniopterus_macrocneme,Chiroptera,Miniopteridae,Miniopterus,macrocneme,9.2,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
969,Miniopterus_petersoni,Chiroptera,Miniopteridae,Miniopterus,petersoni,6,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
970,Miniopterus_sororculus,Chiroptera,Miniopteridae,Miniopterus,sororculus,8,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
971,Molossus_alvarezi,Chiroptera,Molossidae,Molossus,alvarezi,18.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
972,Murina_harrisoni,Chiroptera,Vespertilionidae,Murina,harrisoni,4.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
973,Myonycteris_leptodon,Chiroptera,Pteropodidae,Myonycteris,leptodon,42.9,PHYLACINE,1,0,0,Imputed from genus,0,0,80,20,PHYLACINE,Imputed from genus,
974,Myotis_aurascens,Chiroptera,Vespertilionidae,Myotis,aurascens,7.5,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
975,Myotis_dieteri,Chiroptera,Vespertilionidae,Myotis,dieteri,7.5,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
976,Myotis_dinellii,Chiroptera,Vespertilionidae,Myotis,dinellii,8.4,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
977,Myotis_rufopictus,Chiroptera,Vespertilionidae,Myotis,rufopictus,17,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
978,Myzopoda_schliemanni,Chiroptera,Myzopodidae,Myzopoda,schliemanni,9.1,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
979,Natalus_espiritosantensis,Chiroptera,Natalidae,Natalus,espiritosantensis,6,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
980,Natalus_mexicanus,Chiroptera,Natalidae,Natalus,mexicanus,5.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
981,Neoromicia_malagasyensis,Chiroptera,Vespertilionidae,Neoromicia,malagasyensis,6.5,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
982,Nyctophilus_sherrini,Chiroptera,Vespertilionidae,Nyctophilus,sherrini,15.5,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
983,Paremballonura_tiavato,Chiroptera,Emballonuridae,Paremballonura,tiavato,3.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
984,Peropteryx_pallidoptera,Chiroptera,Emballonuridae,Peropteryx,pallidoptera,6.3,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
985,Phyllops_silvai,Chiroptera,Phyllostomidae,Phyllops,silvai,22.2,PHYLACINE,1,0,0,Imputed from genus,1,0,99,0,PHYLACINE,Imputed from genus,
986,Pipistrellus_hanaki,Chiroptera,Vespertilionidae,Pipistrellus,hanaki,6,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
987,Pipistrellus_raceyi,Chiroptera,Vespertilionidae,Pipistrellus,raceyi,5.8,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
988,Platyrrhinus_albericoi,Chiroptera,Phyllostomidae,Platyrrhinus,albericoi,55,PHYLACINE,1,0,0,Imputed from genus,20,0,80,0,PHYLACINE,Imputed from genus,
989,Platyrrhinus_aquilus,Chiroptera,Phyllostomidae,Platyrrhinus,aquilus,27.1,PHYLACINE,1,0,0,Imputed from genus,9,0,91,0,PHYLACINE,Imputed from genus,
990,Platyrrhinus_ismaeli,Chiroptera,Phyllostomidae,Platyrrhinus,ismaeli,37.1,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
991,Platyrrhinus_masu,Chiroptera,Phyllostomidae,Platyrrhinus,masu,27,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
992,Platyrrhinus_matapalensis,Chiroptera,Phyllostomidae,Platyrrhinus,matapalensis,18,PHYLACINE,1,0,0,Imputed from genus,10,0,90,0,PHYLACINE,Imputed from genus,
993,Platyrrhinus_nigellus,Chiroptera,Phyllostomidae,Platyrrhinus,nigellus,21.6,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
994,Platyrrhinus_nitelinea,Chiroptera,Phyllostomidae,Platyrrhinus,nitelinea,26.6,PHYLACINE,1,0,0,Imputed from genus,10,0,90,0,PHYLACINE,Imputed from genus,
995,Plecotus_christii,Chiroptera,Vespertilionidae,Plecotus,christii,7,PHYLACINE,1,1,0,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
996,Plecotus_ognevi,Chiroptera,Vespertilionidae,Plecotus,ognevi,8.4,PHYLACINE,1,1,0,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
997,Plecotus_sacrimontis,Chiroptera,Vespertilionidae,Plecotus,sacrimontis,9.3,PHYLACINE,1,1,0,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
998,Promops_davisoni,Chiroptera,Molossidae,Promops,davisoni,50,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
999,Pteronotus_mesoamericanus,Chiroptera,Mormoopidae,Pteronotus,mesoamericanus,15.1,PHYLACINE,0,0,1,Imputed from genus,99,1,0,0,PHYLACINE,"Diet.Plant < 10, reallocated to Vert and Inv",
1000,Pteronotus_rubiginosus,Chiroptera,Mormoopidae,Pteronotus,rubiginosus,16.4,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,"Diet.Plant < 10, reallocated to Vert and Inv",
1001,Scotophilus_marovaza,Chiroptera,Vespertilionidae,Scotophilus,marovaza,14.2,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
1002,Scotophilus_tandrefana,Chiroptera,Vespertilionidae,Scotophilus,tandrefana,14.2,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
1003,Sturnira_koopmanhilli,Chiroptera,Phyllostomidae,Sturnira,koopmanhilli,21.7,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
1004,Sturnira_perla,Chiroptera,Phyllostomidae,Sturnira,perla,21.7,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
1005,Sturnira_sorianoi,Chiroptera,Phyllostomidae,Sturnira,sorianoi,19.1,PHYLACINE,1,0,0,Imputed from genus,0,0,100,0,PHYLACINE,Imputed from genus,
1006,Thyroptera_devivoi,Chiroptera,Thyropteridae,Thyroptera,devivoi,5,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
1007,Thyroptera_wynneae,Chiroptera,Thyropteridae,Thyroptera,wynneae,4.7,PHYLACINE,0,0,1,Imputed from genus,100,0,0,0,PHYLACINE,Non-Herbivore,
1008,Vampyrodes_major,Chiroptera,Phyllostomidae,Vampyrodes,major,33.2,PHYLACINE,1,0,0,Imputed from genus,3,0,97,0,PHYLACINE,Imputed from genus,
1009,Xeronycteris_vieirai,Chiroptera,Phyllostomidae,Xeronycteris,vieirai,13.3,PHYLACINE,1,0,0,Based on nectivorous diet,0,0,0,100,PHYLACINE,Gregorin & Ditchfield 2005 Journal of Mammalogy,"Based on skull morphology, diet may consist of mostly nectar, similar to its close relative Platalina genovensium (which EltonTraits categorizes as 100% nectivorous) and in contrast to other species in the tribe Lonchophyllini (which also consume insects, fruit, and flower parts in addition to nectar)."
