"","cell_id","SRic","FRic","SES.FRic","FDis"
"285","X561",13,0.0465453167173403,-0.976446433275398,0.388289043863294
"286","X562",13,0.0465453167173403,-1.07604441256026,0.388289043863294
"287","X563",13,0.0465453167173403,-1.16406880250183,0.388289043863294
"288","X564",12,0.0465453167173403,-0.930362682455659,0.389150073813195
"289","X565",12,0.0465453167173403,-1.07669579173537,0.389150073813195
"290","X566",12,0.0465453167173403,-1.02670932159982,0.389150073813195
"291","X567",13,0.0465453167173403,-1.18715458813543,0.388289043863294
"292","X568",13,0.0465453167173403,-1.11237793525827,0.388289043863294
"293","X569",13,0.0465453167173403,-1.13755238834542,0.388289043863294
"294","X570",13,0.0465453167173403,-1.07579187098712,0.388289043863294
"295","X571",11,0.0465453167173403,-0.8299894337952,0.391607969033497
"296","X572",11,0.0465453167173403,-0.849808694884188,0.391607969033497
"297","X573",9,0.0465075545497256,-0.496769142292884,0.363888109101959
"298","X574",8,0.0443420706323168,-0.288410564048688,0.369625876433391
"299","X575",7,0.0429482677026775,0.0107163271829829,0.385522760500236
"300","X576",18,0.393494321830995,2.3050579067216,0.562839193230371
"301","X577",18,0.475256643241332,2.83099551170441,0.568641563177548
"302","X578",14,0.389216935478117,2.89395712604439,0.539499411571544
"303","X579",20,0.536945770987593,3.27806315594318,0.510350086992579
"304","X580",30,0.582736858268938,2.31766021421427,0.496113877974739
"305","X581",28,0.582736858268938,2.55397110850814,0.502650111377405
"306","X582",30,0.805784147851462,5.07619070185494,0.513763749655107
"307","X583",31,0.805784147851462,4.35471170711781,0.518530409579303
"308","X584",32,0.805784147851462,4.12907111797194,0.510278981880783
"309","X585",31,0.805784147851462,4.40752086056155,0.518266477978518
"310","X586",29,0.576513231202988,2.41238640791102,0.552962412819862
"311","X587",26,0.531350010987244,2.08842587859756,0.508285930062001
"312","X588",25,0.531350010987244,2.68043853683961,0.514958044617055
"313","X593",5,0.00528306859413556,-0.480806005306125,0.329982986715964
