"","cell_id","SRic","FRic","SES.FRic","FDis"
"1","X186",6,0.00162817386288849,-0.428263555983738,0.286835863409773
"2","X197",5,0.00216894695466851,0.463590161067764,0.503544900041522
"3","X225",6,0.00162817386288849,-0.443623094374608,0.286835863409773
"4","X228",7,0.00313927527189034,-0.324715504859057,0.310936139011428
"5","X237",5,0.00216894695466851,0.72475308517376,0.503544900041522
"6","X238",6,0.00891378085021702,1.5096930728292,0.521098264405985
"7","X265",6,0.00162817386288849,-0.386633937121516,0.286835863409773
"8","X266",6,0.00162817386288849,-0.340525362134437,0.286835863409773
"9","X268",7,0.00303488604104479,-0.466936065996835,0.308183949196066
"10","X269",8,0.00416966443351246,-0.474159180406963,0.315653992542393
"11","X277",5,0.00216894695466851,1.14522600726084,0.503544900041522
"12","X278",5,0.00216894695466851,0.306717558985919,0.503544900041522
"13","X279",6,0.00891378085021702,1.67925332395198,0.521098264405985
"14","X280",5,0.00445219905304558,2.61831344905056,0.541350246196824
"15","X281",22,0.201286982842581,2.15648085374498,0.52354680729318
"16","X282",41,0.330979540060506,1.92039281817875,0.50152732400656
"17","X308",6,0.0035918799794829,-0.0765536142306756,0.309202172384451
"18","X310",8,0.0038779333632223,-0.514805591119524,0.285994456908119
"19","X311",6,0.00190987612368558,-0.302543080684295,0.32634819560463
"20","X312",8,0.00361359683033259,-0.519647471938336,0.316627357062459
"21","X313",10,0.0041890948294241,-0.77727356578657,0.313573741995685
"22","X314",9,0.00236403658039675,-0.794321348960915,0.311285767768818
"23","X315",9,0.00538572913351029,-0.586663162359798,0.321163123407501
"24","X323",5,0.00216894695466851,1.09806535793979,0.503544900041522
"25","X324",5,0.00216894695466851,0.806485952634895,0.503544900041522
"26","X325",6,0.00891378085021702,1.26511749884361,0.521098264405985
"27","X326",5,0.00445219905304558,1.3075977352592,0.541350246196824
"28","X327",25,0.200520422837172,1.69822862807655,0.507302044912735
"29","X328",47,0.326285520161588,1.55619833399922,0.461243417656503
"30","X352",5,6.07575890525431e-05,-0.351246743007889,0.189702488433326
"31","X353",7,0.00489778039750771,-0.253181407077387,0.305801615897726
"32","X354",7,0.00540398897899417,-0.105642430186163,0.301873701269982
"33","X355",7,0.00347457074270407,-0.343685867339962,0.2819611244996
"34","X356",9,0.00515880663831248,-0.559271292432379,0.277590415021227
"35","X357",8,0.00177759747043444,-0.634435729255026,0.291507661644825
"36","X358",7,0.0017689668948212,-0.479981774481944,0.2889240693656
"37","X359",9,0.00177759747043444,-0.859367651333684,0.293493133612192
"38","X360",9,0.00262654747730322,-0.789680817335731,0.311188074331694
"39","X361",9,0.0025828634856132,-0.724565115185513,0.324882094320149
"40","X371",6,0.00891378085021702,1.40123521157425,0.521098264405985
"41","X372",28,0.201812366617474,1.43329120753209,0.477183246690118
"42","X373",43,0.319587382496444,1.13489241942417,0.476258263817371
"43","X393",8,0.00501432188726472,-0.456363588059394,0.29846560797595
"44","X394",5,6.07575890525431e-05,-0.535282435845266,0.189702488433326
"45","X395",7,0.00489778039750771,-0.115497939708372,0.305801615897726
"46","X396",8,0.00522868526867829,-0.355373316098196,0.285060169295448
"47","X397",8,0.00608610074282455,-0.340461383105116,0.297958977682413
"48","X398",5,0.00114618541157114,0.0752551780466592,0.333239285375055
"49","X399",7,0.0017689668948212,-0.533120018467511,0.2889240693656
"50","X400",7,0.0017689668948212,-0.589248591285509,0.2889240693656
"51","X401",6,0.00176896689482119,-0.339988304425957,0.319801907285267
"52","X402",7,0.0017689668948212,-0.58753467762312,0.2889240693656
"53","X403",13,0.00825868035617037,-0.960801264892621,0.304601297344157
"54","X404",12,0.00817070424068659,-0.836539796919369,0.290269197415364
"55","X415",6,0.00891378085021702,1.35116485085349,0.521098264405985
"56","X416",6,0.00891378085021702,1.47050869851972,0.521098264405985
"57","X417",31,0.0831375103464067,-0.592079188394522,0.393770435083134
"58","X418",44,0.270546010530123,0.710810278382559,0.448673760025171
"59","X419",31,0.207675751325841,1.33115077450233,0.430346205049687
"60","X435",10,0.00596148210656532,-0.739161175150569,0.28648347249259
"61","X436",12,0.00808010281142713,-0.896590352272658,0.270830836995001
"62","X437",8,0.00511819522767455,-0.336979073858799,0.288389889886532
"63","X438",7,0.00489778039750771,-0.194579572727548,0.305801615897726
"64","X439",8,0.00522868526867829,-0.461477127780349,0.285060169295448
"65","X440",7,0.00337605895522517,-0.388056085345527,0.301841254501429
"66","X441",7,0.00423246505703529,-0.255589642102102,0.311913450950251
"67","X442",5,0.00114618541157114,0.142848744370733,0.333239285375055
"68","X443",6,0.00176896689482119,-0.263794920302442,0.319801907285267
"69","X444",6,0.00176896689482119,-0.306271910637292,0.319801907285267
"70","X445",8,0.0017689668948212,-0.7838927945488,0.262923085235883
"71","X446",13,0.00825868035617037,-0.987964242997244,0.275499259962386
"72","X447",10,0.00817070424068659,-0.635879852287066,0.311897290882758
"73","X453",5,0.00351224517180962,1.28636785438049,0.503253994316789
"74","X454",5,0.00351224517180962,2.11341322393928,0.503253994316789
"75","X455",5,0.00351224517180962,1.41857092878299,0.503253994316789
"76","X458",6,0.00891378085021702,0.905509436197431,0.521098264405985
"77","X459",7,0.027294950923179,2.25017675487042,0.5586789105762
"78","X460",5,0.00253047132557095,0.685252537801831,0.478403004943654
"79","X461",30,0.0803757117354816,-0.801374556929048,0.408344922859264
"80","X462",40,0.226830101938229,0.468587307556148,0.42231960131643
"81","X463",34,0.221558883820234,0.999115214351969,0.440157472138286
"82","X479",8,0.00159879141506386,-0.720573083582653,0.290827767708758
"83","X480",10,0.00596148210656532,-0.704866662704995,0.28648347249259
"84","X481",11,0.00808010281142713,-0.756821756823071,0.278013888203391
"85","X482",10,0.00711270391022735,-0.629124197796672,0.259120177260529
"86","X483",8,0.0070493064876581,-0.227123927387554,0.293977615561796
"87","X484",7,0.00466929774194635,-0.336952276317598,0.294259540056292
"88","X485",6,0.00282602142736708,0.0674636381404878,0.314972534969198
"89","X486",7,0.00423246505703529,-0.188556393319946,0.311913450950251
"90","X487",6,0.0019987185131438,-0.223146900535198,0.31713169877345
"91","X488",5,0.00114618541157114,-0.0436431828858454,0.333239285375055
"92","X489",5,0.00114618541157114,0.090939818136887,0.333239285375055
"93","X490",6,0.00114618541157114,-0.407280444126649,0.297701009379617
"94","X491",10,0.00642516789964504,-0.672282755172864,0.287145311082063
"95","X492",12,0.0107388630553567,-0.716597575560015,0.301274702497482
"96","X493",11,0.0107388630553567,-0.545514542549814,0.303192053354934
"97","X494",5,0.00178606667408887,0.196988806988787,0.515383453784577
"98","X498",5,0.00121733956806806,-0.0256821194820234,0.596034352946321
"99","X500",5,0.00121733956806806,0.288621460935566,0.596034352946321
"100","X501",6,0.0135478830899613,1.51561757786621,0.540465498430142
"101","X502",6,0.0135478830899613,2.19594872352699,0.540465498430142
"102","X503",6,0.0135478830899613,2.17371695025739,0.540465498430142
"103","X504",8,0.0412910450895416,2.87716711807888,0.607449816135403
"104","X505",7,0.027294950923179,3.39706033409003,0.5586789105762
"105","X506",6,0.00498748506817268,0.330054783144433,0.466311351901066
"106","X508",34,0.0382455018463261,-1.59559009500324,0.338116932951306
"107","X509",45,0.257680531239438,0.356000017874457,0.416473676456613
"108","X521",6,3.52711596877355e-05,-0.634255209485417,0.181636430575136
"109","X522",11,0.00831833972110967,-0.787029232067247,0.262681157617183
"110","X523",13,0.00782180340000766,-0.840891710398196,0.260256525205586
"111","X524",11,0.00596148210656532,-0.891507337531537,0.268626401022095
"112","X525",10,0.00596148210656532,-0.652577298876067,0.28648347249259
"113","X526",12,0.00630440756199816,-1.05055487847853,0.240357051597467
"114","X527",12,0.00735346081555623,-0.907218407233542,0.253409046333095
"115","X528",10,0.00625468904459264,-0.718052051974364,0.266414943178761
"116","X529",9,0.00795520930869247,-0.259484137802378,0.295017036548956
"117","X530",5,0.000126974958462537,-0.376794681939437,0.312339860907352
"118","X531",6,0.0019987185131438,-0.289773781779375,0.31713169877345
"119","X532",5,0.00114618541157114,0.0938457388590207,0.333239285375055
"120","X533",5,0.00114618541157114,-0.0518603655068093,0.333239285375055
"121","X534",6,0.00114618541157114,-0.408917325227713,0.297701009379617
