"","cell_id","MDS1","MDS2","MDS3"
"1","X1",-0.345012395391164,0.0775854726851232,-0.0642226624190251
"2","X2",-0.345012395391164,0.0775854726851229,-0.064222662419025
"3","X3",-0.345012395391164,0.0775854726851232,-0.0642226624190251
"4","X4",-0.345012395391164,0.077585472685123,-0.0642226624190249
"5","X5",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"6","X6",-0.345012395391164,0.0775854726851232,-0.0642226624190251
"7","X7",-0.495928264630807,0.173706357416652,-0.114394734560518
"8","X8",-0.495928264630806,0.173706357416652,-0.114394734560518
"9","X9",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"10","X10",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"11","X11",-0.495928264630806,0.173706357416652,-0.114394734560519
"12","X13",-0.0445284294468086,0.00642285560868046,0.0910167530943074
"13","X14",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"14","X15",-0.495928264630806,0.173706357416652,-0.114394734560519
"15","X16",-0.342007955306855,0.0906878720798216,-0.0533391352416178
"16","X19",-0.0445284294468084,0.00642285560868049,0.0910167530943073
"17","X20",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"18","X21",-0.342007955306855,0.0906878720798216,-0.0533391352416177
"19","X22",-0.342007955306855,0.0906878720798216,-0.0533391352416178
"20","X23",-0.342007955306855,0.0906878720798216,-0.0533391352416178
"21","X26",-0.0445284294468085,0.00642285560868051,0.0910167530943073
"22","X27",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"23","X28",-0.342007955306855,0.0906878720798216,-0.0533391352416178
"24","X29",-0.362799272836737,0.117111318569043,-0.0509849090035683
"25","X30",-0.362799272836738,0.117111318569043,-0.0509849090035685
"26","X31",-0.362799272836738,0.117111318569043,-0.0509849090035693
"27","X33",-0.0445284294468086,0.00642285560868047,0.0910167530943074
"28","X34",-0.391251364556353,0.115260603528412,-0.0705117584755916
"29","X35",-0.362799272836738,0.117111318569043,-0.0509849090035685
"30","X36",-0.362799272836738,0.117111318569043,-0.0509849090035684
"31","X37",-0.362799272836737,0.117111318569043,-0.0509849090035683
"32","X38",-0.362799272836738,0.117111318569043,-0.0509849090035684
"33","X39",-0.362799272836738,0.117111318569044,-0.0509849090035692
"34","X40",-0.0299035329747534,0.00910862197560721,0.0552261303882131
"35","X46",-0.369308086839253,0.0946492347311582,-0.0738740137591604
"36","X47",-0.362799272836738,0.117111318569043,-0.0509849090035685
"37","X48",-0.362799272836738,0.117111318569043,-0.0509849090035683
"38","X49",-0.362799272836737,0.117111318569043,-0.0509849090035683
"39","X50",-0.362799272836738,0.117111318569043,-0.0509849090035685
"40","X51",-0.029903532974753,0.00910862197560765,0.0552261303882125
"41","X52",-0.0299035329747531,0.00910862197560764,0.0552261303882125
"42","X58",-0.345012395391164,0.0775854726851232,-0.0642226624190251
"43","X59",-0.362799272836737,0.117111318569043,-0.0509849090035683
"44","X60",-0.310594074590149,0.139152715578546,0.0928533026602411
"45","X61",-0.0903106495123286,0.0391696799172087,0.301265308923654
"46","X62",-0.090310649512328,0.0391696799172084,0.301265308923654
"47","X63",-0.106662460531201,0.0398603179700144,0.329534904705936
"48","X64",-0.361922986529337,0.135062809826301,0.110885840872913
"49","X65",-0.36192298659819,0.135062809731329,0.110885840812264
"50","X66",-0.361922985264628,0.13506281157081,0.110885841986905
"51","X67",0.347406540723547,0.236265738476012,0.0734129484771722
"52","X76",-0.495928264630806,0.173706357416652,-0.114394734560519
"53","X77",-0.381591188863954,0.137715463298608,-0.0280453788579205
"54","X78",-0.362971420292086,0.119681282365246,0.08143542430611
"55","X79",-0.11655907702277,0.041930952804187,0.338843765281504
"56","X80",-0.090310649512328,0.0391696799172084,0.301265308923654
"57","X81",-0.330349762643952,0.17255180402765,0.197926364324971
