,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Source,Diet.Invertebrate,Diet.Vertebrate,Diet.Plant,Diet.Source
390,Talpa_stankovici,Eulipotyphla,Talpidae,Talpa,stankovici,72,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
391,Talpa_romana,Eulipotyphla,Talpidae,Talpa,romana,92.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
392,Talpa_occidentalis,Eulipotyphla,Talpidae,Talpa,occidentalis,53.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
393,Talpa_levantis,Eulipotyphla,Talpidae,Talpa,levantis,90,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
394,Talpa_davidiana,Eulipotyphla,Talpidae,Talpa,davidiana,70.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
395,Talpa_europaea,Eulipotyphla,Talpidae,Talpa,europaea,77,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
396,Talpa_caeca,Eulipotyphla,Talpidae,Talpa,caeca,92.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
397,Talpa_caucasica,Eulipotyphla,Talpidae,Talpa,caucasica,90,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
398,Dymecodon_pilirostris,Eulipotyphla,Talpidae,Dymecodon,pilirostris,16.2,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
399,Urotrichus_talpoides,Eulipotyphla,Talpidae,Urotrichus,talpoides,45,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
400,Uropsilus_investigator,Eulipotyphla,Talpidae,Uropsilus,investigator,17.4,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
401,Uropsilus_soricipes,Eulipotyphla,Talpidae,Uropsilus,soricipes,16,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
402,Uropsilus_andersoni,Eulipotyphla,Talpidae,Uropsilus,andersoni,16.7,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
403,Uropsilus_gracilis,Eulipotyphla,Talpidae,Uropsilus,gracilis,18.4,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
404,Crocidura_lasiura,Eulipotyphla,Soricidae,Crocidura,lasiura,14.8,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
405,Congosorex_phillipsorum,Eulipotyphla,Soricidae,Congosorex,phillipsorum,7.9,PHYLACINE,0,1,Imputed from genus,98,2,0,PHYLACINE
406,Crocidura_hikmiya,Eulipotyphla,Soricidae,Crocidura,hikmiya,7.7,PHYLACINE,0,1,Imputed from genus,50,50,0,PHYLACINE
407,Crocidura_phanluongi,Eulipotyphla,Soricidae,Crocidura,phanluongi,10.8,PHYLACINE,0,1,Imputed from genus,50,50,0,PHYLACINE
408,Crocidura_phuquocensis,Eulipotyphla,Soricidae,Crocidura,phuquocensis,10.8,PHYLACINE,0,1,Imputed from genus,50,50,0,PHYLACINE
409,Crocidura_sokolovi,Eulipotyphla,Soricidae,Crocidura,sokolovi,10.4,PHYLACINE,0,1,Imputed from genus,50,50,0,PHYLACINE
410,Crocidura_zaitsevi,Eulipotyphla,Soricidae,Crocidura,zaitsevi,10.5,PHYLACINE,0,1,Imputed from genus,50,50,0,PHYLACINE
411,Euroscaptor_subanura,Eulipotyphla,Talpidae,Euroscaptor,subanura,59.7,PHYLACINE,0,1,Imputed from genus,100,0,0,PHYLACINE
412,Mogera_robusta,Eulipotyphla,Talpidae,Mogera,robusta,329,PHYLACINE,0,1,Imputed from genus,100,0,0,PHYLACINE
413,Myosorex_bururiensis,Eulipotyphla,Soricidae,Myosorex,bururiensis,12.7,PHYLACINE,0,1,Imputed from genus,90,10,0,PHYLACINE
414,Myosorex_gnoskei,Eulipotyphla,Soricidae,Myosorex,gnoskei,8,PHYLACINE,0,1,Imputed from genus,90,10,0,PHYLACINE
415,Myosorex_jejei,Eulipotyphla,Soricidae,Myosorex,jejei,12.5,PHYLACINE,0,1,Imputed from genus,90,10,0,PHYLACINE
416,Sorex_ixtlanensis,Eulipotyphla,Soricidae,Sorex,ixtlanensis,8,PHYLACINE,0,1,Imputed from genus,70,30,0,PHYLACINE
417,Sorex_mediopua,Eulipotyphla,Soricidae,Sorex,mediopua,8,PHYLACINE,0,1,Imputed from genus,70,30,0,PHYLACINE
418,Sorex_rohweri,Eulipotyphla,Soricidae,Sorex,rohweri,5.1,PHYLACINE,0,1,Imputed from genus,70,30,0,PHYLACINE
419,Suncus_hututsi,Eulipotyphla,Soricidae,Suncus,hututsi,6.7,PHYLACINE,0,1,Imputed from genus,80,20,0,PHYLACINE
420,Surdisorex_schlitteri,Eulipotyphla,Soricidae,Surdisorex,schlitteri,9.2,PHYLACINE,0,1,Imputed from genus,98,2,0,PHYLACINE
421,Sylvisorex_akaibei,Eulipotyphla,Soricidae,Sylvisorex,akaibei,6.1,PHYLACINE,1,1,Imputed from genus,80,20,0,PHYLACINE
422,Sylvisorex_silvanorum,Eulipotyphla,Soricidae,Sylvisorex,silvanorum,6.3,PHYLACINE,1,1,Imputed from genus,79,21,0,PHYLACINE
