,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Source,Diet.Invertebrate,Diet.Vertebrate,Diet.Plant,Diet.Source
207,Sylvisorex_granti,Eulipotyphla,Soricidae,Sylvisorex,granti,4,PHYLACINE,1,1,EltonTraits,80,20,0,PHYLACINE
208,Sylvisorex_camerunensis,Eulipotyphla,Soricidae,Sylvisorex,camerunensis,5,PHYLACINE,1,1,EltonTraits,78,22,0,PHYLACINE
209,Sylvisorex_howelli,Eulipotyphla,Soricidae,Sylvisorex,howelli,4.3,PHYLACINE,1,1,EltonTraits,80,20,0,PHYLACINE
210,Sorex_caecutiens,Eulipotyphla,Soricidae,Sorex,caecutiens,5.4,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
211,Sorex_raddei,Eulipotyphla,Soricidae,Sorex,raddei,10,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
212,Sorex_alpinus,Eulipotyphla,Soricidae,Sorex,alpinus,7.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
213,Sorex_minutus,Eulipotyphla,Soricidae,Sorex,minutus,4.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
214,Sorex_maritimensis,Eulipotyphla,Soricidae,Sorex,maritimensis,7.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
215,Sorex_kozlovi,Eulipotyphla,Soricidae,Sorex,kozlovi,7.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
216,Sorex_isodon,Eulipotyphla,Soricidae,Sorex,isodon,9.4,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
217,Sorex_hosonoi,Eulipotyphla,Soricidae,Sorex,hosonoi,3.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
218,Sorex_granarius,Eulipotyphla,Soricidae,Sorex,granarius,6.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
219,Sorex_gracillimus,Eulipotyphla,Soricidae,Sorex,gracillimus,4.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
220,Sorex_daphaenodon,Eulipotyphla,Soricidae,Sorex,daphaenodon,6.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
221,Sorex_cylindricauda,Eulipotyphla,Soricidae,Sorex,cylindricauda,6.1,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
222,Sorex_cansulus,Eulipotyphla,Soricidae,Sorex,cansulus,5.2,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
223,Sorex_buchariensis,Eulipotyphla,Soricidae,Sorex,buchariensis,11.9,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
224,Sorex_bedfordiae,Eulipotyphla,Soricidae,Sorex,bedfordiae,6.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
225,Sorex_antinorii,Eulipotyphla,Soricidae,Sorex,antinorii,11.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
226,Sorex_araneus,Eulipotyphla,Soricidae,Sorex,araneus,10,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
227,Sorex_arcticus,Eulipotyphla,Soricidae,Sorex,arcticus,8.2,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
228,Sorex_arunchi,Eulipotyphla,Soricidae,Sorex,arunchi,6.3,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
229,Sorex_asper,Eulipotyphla,Soricidae,Sorex,asper,7.9,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
230,Sorex_roboratus,Eulipotyphla,Soricidae,Sorex,roboratus,9.1,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
231,Sorex_coronatus,Eulipotyphla,Soricidae,Sorex,coronatus,9.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
232,Sorex_satunini,Eulipotyphla,Soricidae,Sorex,satunini,7.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
233,Sorex_sinalis,Eulipotyphla,Soricidae,Sorex,sinalis,9.4,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
234,Sorex_tundrensis,Eulipotyphla,Soricidae,Sorex,tundrensis,7.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
235,Sorex_shinto,Eulipotyphla,Soricidae,Sorex,shinto,5.9,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
236,Sorex_unguiculatus,Eulipotyphla,Soricidae,Sorex,unguiculatus,9.9,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
237,Sorex_volnuchini,Eulipotyphla,Soricidae,Sorex,volnuchini,5.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
238,Sorex_yukonicus,Eulipotyphla,Soricidae,Sorex,yukonicus,1.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
239,Sorex_samniticus,Eulipotyphla,Soricidae,Sorex,samniticus,8.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
240,Sorex_excelsus,Eulipotyphla,Soricidae,Sorex,excelsus,7.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
241,Sorex_lyelli,Eulipotyphla,Soricidae,Sorex,lyelli,5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
242,Sorex_hoyi,Eulipotyphla,Soricidae,Sorex,hoyi,2.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
243,Sorex_tenellus,Eulipotyphla,Soricidae,Sorex,tenellus,3.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
244,Sorex_haydeni,Eulipotyphla,Soricidae,Sorex,haydeni,3.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
245,Sorex_dispar,Eulipotyphla,Soricidae,Sorex,dispar,5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
246,Sorex_macrodon,Eulipotyphla,Soricidae,Sorex,macrodon,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
247,Sorex_cinereus,Eulipotyphla,Soricidae,Sorex,cinereus,4.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
248,Sorex_longirostris,Eulipotyphla,Soricidae,Sorex,longirostris,3.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
249,Sorex_vagrans,Eulipotyphla,Soricidae,Sorex,vagrans,5.9,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
250,Sorex_camtschatica,Eulipotyphla,Soricidae,Sorex,camtschatica,4.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
251,Sorex_bendirii,Eulipotyphla,Soricidae,Sorex,bendirii,16.1,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
252,Sorex_veraepacis,Eulipotyphla,Soricidae,Sorex,veraepacis,7.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
253,Sorex_bairdi,Eulipotyphla,Soricidae,Sorex,bairdi,8.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
254,Sorex_fumeus,Eulipotyphla,Soricidae,Sorex,fumeus,7.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
255,Sorex_alaskanus,Eulipotyphla,Soricidae,Sorex,alaskanus,14,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
256,Sorex_ugyunak,Eulipotyphla,Soricidae,Sorex,ugyunak,3.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
257,Sorex_palustris,Eulipotyphla,Soricidae,Sorex,palustris,13.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
258,Sorex_preblei,Eulipotyphla,Soricidae,Sorex,preblei,3.1,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
259,Sorex_sonomae,Eulipotyphla,Soricidae,Sorex,sonomae,8.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
260,Sorex_portenkoi,Eulipotyphla,Soricidae,Sorex,portenkoi,3.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
261,Sorex_pacificus,Eulipotyphla,Soricidae,Sorex,pacificus,6.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
262,Sorex_ornatus,Eulipotyphla,Soricidae,Sorex,ornatus,5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
263,Sorex_orizabae,Eulipotyphla,Soricidae,Sorex,orizabae,4.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
264,Sorex_oreopolus,Eulipotyphla,Soricidae,Sorex,oreopolus,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
265,Sorex_milleri,Eulipotyphla,Soricidae,Sorex,milleri,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
266,Sorex_nanus,Eulipotyphla,Soricidae,Sorex,nanus,2.4,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
267,Sorex_monticolus,Eulipotyphla,Soricidae,Sorex,monticolus,5.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
268,Sorex_neomexicanus,Eulipotyphla,Soricidae,Sorex,neomexicanus,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
269,Sorex_mirabilis,Eulipotyphla,Soricidae,Sorex,mirabilis,12.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
270,Sorex_arizonae,Eulipotyphla,Soricidae,Sorex,arizonae,2.4,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
271,Sorex_saussurei,Eulipotyphla,Soricidae,Sorex,saussurei,4.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
272,Sorex_sclateri,Eulipotyphla,Soricidae,Sorex,sclateri,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
273,Sorex_ventralis,Eulipotyphla,Soricidae,Sorex,ventralis,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
274,Sorex_merriami,Eulipotyphla,Soricidae,Sorex,merriami,5.9,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
275,Sorex_stizodon,Eulipotyphla,Soricidae,Sorex,stizodon,5.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
276,Sorex_emarginatus,Eulipotyphla,Soricidae,Sorex,emarginatus,7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
277,Sorex_trowbridgii,Eulipotyphla,Soricidae,Sorex,trowbridgii,3.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
278,Sorex_veraecrucis,Eulipotyphla,Soricidae,Sorex,veraecrucis,7.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
279,Sorex_minutissimus,Eulipotyphla,Soricidae,Sorex,minutissimus,2.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
280,Sorex_planiceps,Eulipotyphla,Soricidae,Sorex,planiceps,10.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
281,Sorex_thibetanus,Eulipotyphla,Soricidae,Sorex,thibetanus,7.3,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
282,Anourosorex_yamashinai,Eulipotyphla,Soricidae,Anourosorex,yamashinai,11.4,PHYLACINE,0,1,EltonTraits,88,11,1,PHYLACINE
283,Anourosorex_assamensis,Eulipotyphla,Soricidae,Anourosorex,assamensis,25.2,PHYLACINE,0,1,EltonTraits,87,12,1,PHYLACINE
284,Anourosorex_schmidi,Eulipotyphla,Soricidae,Anourosorex,schmidi,37.2,PHYLACINE,0,1,EltonTraits,87,12,1,PHYLACINE
285,Anourosorex_squamipes,Eulipotyphla,Soricidae,Anourosorex,squamipes,20,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
286,Blarinella_quadraticauda,Eulipotyphla,Soricidae,Blarinella,quadraticauda,12.5,PHYLACINE,0,1,EltonTraits,66,28,6,PHYLACINE
287,Blarinella_wardi,Eulipotyphla,Soricidae,Blarinella,wardi,7.7,PHYLACINE,0,1,EltonTraits,66,28,6,PHYLACINE
288,Blarinella_griselda,Eulipotyphla,Soricidae,Blarinella,griselda,8,PHYLACINE,0,1,EltonTraits,66,28,6,PHYLACINE
289,Blarina_brevicauda,Eulipotyphla,Soricidae,Blarina,brevicauda,28,PHYLACINE,0,1,EltonTraits,40,30,30,PHYLACINE
290,Blarina_hylophaga,Eulipotyphla,Soricidae,Blarina,hylophaga,14.5,PHYLACINE,0,1,EltonTraits,40,30,30,PHYLACINE
291,Blarina_carolinensis,Eulipotyphla,Soricidae,Blarina,carolinensis,13.5,PHYLACINE,0,1,EltonTraits,40,30,30,PHYLACINE
292,Cryptotis_peregrina,Eulipotyphla,Soricidae,Cryptotis,peregrina,6.6,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
293,Cryptotis_mexicana,Eulipotyphla,Soricidae,Cryptotis,mexicana,7,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
294,Cryptotis_montivaga,Eulipotyphla,Soricidae,Cryptotis,montivaga,11.3,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
295,Cryptotis_nelsoni,Eulipotyphla,Soricidae,Cryptotis,nelsoni,7.7,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
296,Cryptotis_nigrescens,Eulipotyphla,Soricidae,Cryptotis,nigrescens,7,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
297,Cryptotis_obscura,Eulipotyphla,Soricidae,Cryptotis,obscura,6.9,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
298,Cryptotis_merriami,Eulipotyphla,Soricidae,Cryptotis,merriami,5.9,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
299,Cryptotis_parva,Eulipotyphla,Soricidae,Cryptotis,parva,5,PHYLACINE,0,1,EltonTraits,90,0,10,PHYLACINE
300,Cryptotis_medellinia,Eulipotyphla,Soricidae,Cryptotis,medellinia,16.2,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
301,Cryptotis_peruviensis,Eulipotyphla,Soricidae,Cryptotis,peruviensis,9,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
302,Cryptotis_phillipsii,Eulipotyphla,Soricidae,Cryptotis,phillipsii,8,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
303,Cryptotis_squamipes,Eulipotyphla,Soricidae,Cryptotis,squamipes,11,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
304,Cryptotis_tamensis,Eulipotyphla,Soricidae,Cryptotis,tamensis,13.9,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
305,Cryptotis_orophila,Eulipotyphla,Soricidae,Cryptotis,orophila,4.9,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
306,Cryptotis_thomasi,Eulipotyphla,Soricidae,Cryptotis,thomasi,10,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
307,Cryptotis_mera,Eulipotyphla,Soricidae,Cryptotis,mera,7,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
308,Cryptotis_mayensis,Eulipotyphla,Soricidae,Cryptotis,mayensis,5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
309,Cryptotis_magna,Eulipotyphla,Soricidae,Cryptotis,magna,7,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
310,Cryptotis_hondurensis,Eulipotyphla,Soricidae,Cryptotis,hondurensis,5,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
311,Cryptotis_griseoventris,Eulipotyphla,Soricidae,Cryptotis,griseoventris,9.5,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
312,Cryptotis_gracilis,Eulipotyphla,Soricidae,Cryptotis,gracilis,7,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
313,Cryptotis_goodwini,Eulipotyphla,Soricidae,Cryptotis,goodwini,14.5,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
314,Cryptotis_goldmani,Eulipotyphla,Soricidae,Cryptotis,goldmani,8,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
315,Cryptotis_equatoris,Eulipotyphla,Soricidae,Cryptotis,equatoris,7.8,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
316,Cryptotis_colombiana,Eulipotyphla,Soricidae,Cryptotis,colombiana,5.9,PHYLACINE,0,1,EltonTraits,50,50,0,PHYLACINE
317,Cryptotis_brachyonyx,Eulipotyphla,Soricidae,Cryptotis,brachyonyx,9.6,PHYLACINE,0,1,EltonTraits,80,20,0,PHYLACINE
318,Cryptotis_meridensis,Eulipotyphla,Soricidae,Cryptotis,meridensis,11.6,PHYLACINE,0,1,EltonTraits,80,20,0,PHYLACINE
319,Cryptotis_alticola,Eulipotyphla,Soricidae,Cryptotis,alticola,8.4,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
320,Cryptotis_tropicalis,Eulipotyphla,Soricidae,Cryptotis,tropicalis,4.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
321,Chimarrogale_hantu,Eulipotyphla,Soricidae,Chimarrogale,hantu,55,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
322,Chimarrogale_himalayica,Eulipotyphla,Soricidae,Chimarrogale,himalayica,34.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
323,Chimarrogale_phaeura,Eulipotyphla,Soricidae,Chimarrogale,phaeura,32,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
324,Chimarrogale_platycephalus,Eulipotyphla,Soricidae,Chimarrogale,platycephalus,32,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
325,Chimarrogale_styani,Eulipotyphla,Soricidae,Chimarrogale,styani,25.8,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
326,Chimarrogale_sumatrana,Eulipotyphla,Soricidae,Chimarrogale,sumatrana,30,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
327,Chodsigoa_parca,Eulipotyphla,Soricidae,Chodsigoa,parca,11.1,PHYLACINE,0,1,EltonTraits,69,31,0,PHYLACINE
328,Chodsigoa_sodalis,Eulipotyphla,Soricidae,Chodsigoa,sodalis,4.9,PHYLACINE,0,1,EltonTraits,69,31,0,PHYLACINE
329,Chodsigoa_smithii,Eulipotyphla,Soricidae,Chodsigoa,smithii,14.4,PHYLACINE,0,1,EltonTraits,69,31,0,PHYLACINE
330,Chodsigoa_parva,Eulipotyphla,Soricidae,Chodsigoa,parva,3.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
331,Chodsigoa_lamula,Eulipotyphla,Soricidae,Chodsigoa,lamula,7.8,PHYLACINE,0,1,EltonTraits,69,31,0,PHYLACINE
332,Chodsigoa_hypsibia,Eulipotyphla,Soricidae,Chodsigoa,hypsibia,15.2,PHYLACINE,0,1,EltonTraits,69,31,0,PHYLACINE
333,Chodsigoa_caovansunga,Eulipotyphla,Soricidae,Chodsigoa,caovansunga,6,PHYLACINE,0,1,EltonTraits,69,31,0,PHYLACINE
334,Chodsigoa_salenskii,Eulipotyphla,Soricidae,Chodsigoa,salenskii,5.5,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
335,Episoriculus_caudatus,Eulipotyphla,Soricidae,Episoriculus,caudatus,9.1,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
336,Episoriculus_fumidus,Eulipotyphla,Soricidae,Episoriculus,fumidus,6.7,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
337,Episoriculus_leucops,Eulipotyphla,Soricidae,Episoriculus,leucops,8.2,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
338,Episoriculus_macrurus,Eulipotyphla,Soricidae,Episoriculus,macrurus,13.6,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
339,Nectogale_elegans,Eulipotyphla,Soricidae,Nectogale,elegans,32.5,PHYLACINE,0,1,EltonTraits,20,80,0,PHYLACINE
340,Neomys_teres,Eulipotyphla,Soricidae,Neomys,teres,12.9,PHYLACINE,0,1,EltonTraits,40,60,0,PHYLACINE
341,Neomys_fodiens,Eulipotyphla,Soricidae,Neomys,fodiens,14.3,PHYLACINE,0,1,EltonTraits,40,60,0,PHYLACINE
342,Neomys_anomalus,Eulipotyphla,Soricidae,Neomys,anomalus,16,PHYLACINE,0,1,EltonTraits,40,60,0,PHYLACINE
343,Nesiotites_similis,Eulipotyphla,Soricidae,Nesiotites,similis,24,PHYLACINE,0,1,EltonTraits,68,32,0,PHYLACINE
344,Soriculus_nigrescens,Eulipotyphla,Soricidae,Soriculus,nigrescens,14,PHYLACINE,0,1,EltonTraits,70,30,0,PHYLACINE
345,Megasorex_gigas,Eulipotyphla,Soricidae,Megasorex,gigas,20,PHYLACINE,0,1,EltonTraits,79,20,1,PHYLACINE
346,Notiosorex_cockrumi,Eulipotyphla,Soricidae,Notiosorex,cockrumi,4,PHYLACINE,0,1,EltonTraits,93,7,0,PHYLACINE
347,Notiosorex_evotis,Eulipotyphla,Soricidae,Notiosorex,evotis,5.4,PHYLACINE,0,1,EltonTraits,93,7,0,PHYLACINE
348,Notiosorex_crawfordi,Eulipotyphla,Soricidae,Notiosorex,crawfordi,4.4,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
349,Notiosorex_villai,Eulipotyphla,Soricidae,Notiosorex,villai,5.3,PHYLACINE,0,1,EltonTraits,92,8,0,PHYLACINE
350,Congosorex_polli,Eulipotyphla,Soricidae,Congosorex,polli,7.4,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
351,Congosorex_verheyeni,Eulipotyphla,Soricidae,Congosorex,verheyeni,7.1,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
352,Myosorex_longicaudatus,Eulipotyphla,Soricidae,Myosorex,longicaudatus,13,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
353,Myosorex_kihaulei,Eulipotyphla,Soricidae,Myosorex,kihaulei,9.5,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
354,Myosorex_cafer,Eulipotyphla,Soricidae,Myosorex,cafer,13.4,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
355,Myosorex_blarina,Eulipotyphla,Soricidae,Myosorex,blarina,14.2,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
356,Myosorex_okuensis,Eulipotyphla,Soricidae,Myosorex,okuensis,11.8,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
357,Myosorex_babaulti,Eulipotyphla,Soricidae,Myosorex,babaulti,17,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
358,Myosorex_schalleri,Eulipotyphla,Soricidae,Myosorex,schalleri,7.5,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
359,Myosorex_sclateri,Eulipotyphla,Soricidae,Myosorex,sclateri,20.9,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
360,Myosorex_tenuis,Eulipotyphla,Soricidae,Myosorex,tenuis,9.4,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
361,Myosorex_varius,Eulipotyphla,Soricidae,Myosorex,varius,13.2,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
362,Myosorex_zinki,Eulipotyphla,Soricidae,Myosorex,zinki,16.1,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
363,Myosorex_geata,Eulipotyphla,Soricidae,Myosorex,geata,9.4,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
364,Myosorex_rumpii,Eulipotyphla,Soricidae,Myosorex,rumpii,15,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
365,Surdisorex_norae,Eulipotyphla,Soricidae,Surdisorex,norae,9,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
366,Surdisorex_polulus,Eulipotyphla,Soricidae,Surdisorex,polulus,9,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
367,Condylura_cristata,Eulipotyphla,Talpidae,Condylura,cristata,84,PHYLACINE,0,1,EltonTraits,80,20,0,PHYLACINE
368,Parascalops_breweri,Eulipotyphla,Talpidae,Parascalops,breweri,51,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
369,Scalopus_aquaticus,Eulipotyphla,Talpidae,Scalopus,aquaticus,91.3,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
370,Scapanulus_oweni,Eulipotyphla,Talpidae,Scapanulus,oweni,36.6,PHYLACINE,0,1,EltonTraits,97,1,2,PHYLACINE
371,Scapanus_latimanus,Eulipotyphla,Talpidae,Scapanus,latimanus,55,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
372,Scapanus_orarius,Eulipotyphla,Talpidae,Scapanus,orarius,61.2,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
373,Scapanus_townsendii,Eulipotyphla,Talpidae,Scapanus,townsendii,141.7,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
374,Desmana_moschata,Eulipotyphla,Talpidae,Desmana,moschata,383,PHYLACINE,0,1,EltonTraits,60,40,0,PHYLACINE
375,Galemys_pyrenaicus,Eulipotyphla,Talpidae,Galemys,pyrenaicus,60.2,PHYLACINE,0,1,EltonTraits,90,10,0,PHYLACINE
376,Neurotrichus_gibbsii,Eulipotyphla,Talpidae,Neurotrichus,gibbsii,8.9,PHYLACINE,0,1,EltonTraits,90,0,10,PHYLACINE
377,Scaptonyx_fusicaudus,Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,12,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
378,Euroscaptor_longirostris,Eulipotyphla,Talpidae,Euroscaptor,longirostris,42.7,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
379,Euroscaptor_parvidens,Eulipotyphla,Talpidae,Euroscaptor,parvidens,72.1,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
380,Euroscaptor_micrura,Eulipotyphla,Talpidae,Euroscaptor,micrura,60.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
381,Euroscaptor_grandis,Eulipotyphla,Talpidae,Euroscaptor,grandis,88.7,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
382,Euroscaptor_klossi,Eulipotyphla,Talpidae,Euroscaptor,klossi,58.4,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
383,Euroscaptor_mizura,Eulipotyphla,Talpidae,Euroscaptor,mizura,35.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
384,Mogera_imaizumii,Eulipotyphla,Talpidae,Mogera,imaizumii,87.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
385,Mogera_insularis,Eulipotyphla,Talpidae,Mogera,insularis,62.3,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
386,Mogera_wogura,Eulipotyphla,Talpidae,Mogera,wogura,111.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
387,Parascaptor_leucura,Eulipotyphla,Talpidae,Parascaptor,leucura,45.6,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
388,Scaptochirus_moschatus,Eulipotyphla,Talpidae,Scaptochirus,moschatus,90.5,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
389,Talpa_altaica,Eulipotyphla,Talpidae,Talpa,altaica,85,PHYLACINE,0,1,EltonTraits,100,0,0,PHYLACINE
