,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Source,Diet.Invertebrate,Diet.Vertebrate,Diet.Plant,Diet.Source
218,Conepatus_chinga,Carnivora,Mephitidae,Conepatus,chinga,1917.5,PHYLACINE,0,1,EltonTraits,80,10,10,PHYLACINE
219,Conepatus_humboldtii,Carnivora,Mephitidae,Conepatus,humboldtii,328,PHYLACINE,0,1,EltonTraits,80,10,10,PHYLACINE
220,Conepatus_leuconotus,Carnivora,Mephitidae,Conepatus,leuconotus,3500,PHYLACINE,0,1,EltonTraits,80,10,10,PHYLACINE
221,Conepatus_semistriatus,Carnivora,Mephitidae,Conepatus,semistriatus,1200,PHYLACINE,0,1,EltonTraits,80,10,10,PHYLACINE
222,Mephitis_macroura,Carnivora,Mephitidae,Mephitis,macroura,801.3,PHYLACINE,0,1,EltonTraits,20,30,50,PHYLACINE
223,Mephitis_mephitis,Carnivora,Mephitidae,Mephitis,mephitis,2085,PHYLACINE,0,1,EltonTraits,20,30,50,PHYLACINE
224,Mydaus_javanensis,Carnivora,Mephitidae,Mydaus,javanensis,2500,PHYLACINE,0,1,EltonTraits,80,0,20,PHYLACINE
225,Spilogale_angustifrons,Carnivora,Mephitidae,Spilogale,angustifrons,386.5,PHYLACINE,0,1,EltonTraits,50,40,10,PHYLACINE
226,Spilogale_gracilis,Carnivora,Mephitidae,Spilogale,gracilis,521.8,PHYLACINE,0,1,EltonTraits,30,40,30,PHYLACINE
227,Spilogale_putorius,Carnivora,Mephitidae,Spilogale,putorius,341,PHYLACINE,0,1,EltonTraits,30,40,30,PHYLACINE
228,Spilogale_pygmaea,Carnivora,Mephitidae,Spilogale,pygmaea,235,PHYLACINE,0,1,EltonTraits,80,20,0,PHYLACINE
229,Bassaricyon_alleni,Carnivora,Procyonidae,Bassaricyon,alleni,1235,PHYLACINE,1,0,EltonTraits,20,10,70,PHYLACINE
230,Bassaricyon_gabbii,Carnivora,Procyonidae,Bassaricyon,gabbii,1250,PHYLACINE,1,0,EltonTraits,20,10,70,PHYLACINE
231,Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,astutus,1129.5,PHYLACINE,0,1,EltonTraits,20,10,70,PHYLACINE
232,Bassariscus_sumichrasti,Carnivora,Procyonidae,Bassariscus,sumichrasti,900,PHYLACINE,1,0,EltonTraits,20,10,70,PHYLACINE
233,Nasua_nasua,Carnivora,Procyonidae,Nasua,nasua,3793.8,PHYLACINE,1,1,EltonTraits,10,20,70,PHYLACINE
234,Nasua_narica,Carnivora,Procyonidae,Nasua,narica,4030,PHYLACINE,1,1,EltonTraits,51,12,37,PHYLACINE
235,Nasuella_olivacea,Carnivora,Procyonidae,Nasuella,olivacea,1340,PHYLACINE,0,1,EltonTraits,10,20,70,PHYLACINE
236,Potos_flavus,Carnivora,Procyonidae,Potos,flavus,3000,PHYLACINE,1,0,EltonTraits,10,10,80,PHYLACINE
237,Procyon_cancrivorus,Carnivora,Procyonidae,Procyon,cancrivorus,6949.9,PHYLACINE,0,1,EltonTraits,50,30,20,PHYLACINE
238,Procyon_lotor,Carnivora,Procyonidae,Procyon,lotor,6550,CarniTraits,1,1,CarniTraits,19,52,29,CarniTraits
239,Ailurus_fulgens,Carnivora,Ailuridae,Ailurus,fulgens,4900,PHYLACINE,0,1,EltonTraits,10,10,80,PHYLACINE
240,Aonyx_congicus,Carnivora,Mustelidae,Aonyx,congicus,23800.2,PHYLACINE,0,1,Imputed from genus,0,100,0,PHYLACINE
241,Arctodus_simus,Carnivora,Ursidae,Arctodus,simus,674750,CarniTraits,0,1,CarniTraits,0,51,49,CarniTraits
242,Arctonyx_albogularis,Carnivora,Mustelidae,Arctonyx,albogularis,7004.9,PHYLACINE,0,1,Imputed from genus,45,24,31,PHYLACINE
243,Arctonyx_hoevenii,Carnivora,Mustelidae,Arctonyx,hoevenii,7006.5,PHYLACINE,0,1,Imputed from genus,45,24,31,PHYLACINE
244,Arctotherium_tarijense,Carnivora,Ursidae,Arctotherium,tarijense,139420,HerbiTraits,0,1,HerbiTraits,10,10,80,PHYLACINE
245,Arctotherium_wingei,Carnivora,Ursidae,Arctotherium,wingei,73498.6,HerbiTraits,0,1,HerbiTraits,5,5,90,PHYLACINE
246,Bassaricyon_medius,Carnivora,Procyonidae,Bassaricyon,medius,1262.4,PHYLACINE,1,0,Imputed from genus,20,10,70,PHYLACINE
247,Bassaricyon_neblina,Carnivora,Procyonidae,Bassaricyon,neblina,1443.1,PHYLACINE,1,0,Imputed from genus,21,12,67,PHYLACINE
248,Bdeogale_omnivora,Carnivora,Herpestidae,Bdeogale,omnivora,1750,PHYLACINE,0,1,Imputed from genus,100,0,0,PHYLACINE
249,Brachyprotoma_obtusata,Carnivora,Mephitidae,Brachyprotoma,obtusata,4500,PHYLACINE,0,1,Assumed to be ground-foraging like all other mephitids,34,29,37,PHYLACINE
250,Canis_dirus,Carnivora,Canidae,Canis,dirus,57000,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
251,Canis_rufus,Carnivora,Canidae,Canis,rufus,22983.2,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
252,Cryptoprocta_spelea,Carnivora,Eupleridae,Cryptoprocta,spelea,13400,CarniTraits,1,1,CarniTraits,23,74,3,CarniTraits
253,Cynotherium_sardous,Carnivora,Canidae,Cynotherium,sardous,13000,CarniTraits,0,1,CarniTraits,2,96,2,CarniTraits
254,Dusicyon_avus,Carnivora,Canidae,Dusicyon,avus,15245,CarniTraits,0,1,CarniTraits,5,90,5,PHYLACINE
255,Eupleres_major,Carnivora,Eupleridae,Eupleres,major,2712.1,PHYLACINE,0,1,Imputed from genus,77,20,3,PHYLACINE
256,Herpestes_auropunctatus,Carnivora,Herpestidae,Herpestes,auropunctatus,483.5,PHYLACINE,0,1,Imputed from genus,30,58,12,PHYLACINE
257,Homotherium_latidens,Carnivora,Felidae,Homotherium,latidens,195000,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
258,Homotherium_serum,Carnivora,Felidae,Homotherium,serum,191375,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
259,Leopardus_amnicola,Carnivora,Felidae,Leopardus,amnicola,4204,CarniTraits,1,1,CarniTraits,0,98,2,CarniTraits
260,Leopardus_guttulus,Carnivora,Felidae,Leopardus,guttulus,2674.1,CarniTraits,0,1,CarniTraits,0,99,1,CarniTraits
261,Melogale_cucphuongensis,Carnivora,Mustelidae,Melogale,cucphuongensis,1560.3,PHYLACINE,0,1,Imputed from genus,38,34,28,PHYLACINE
262,Miracinonyx_trumani,Carnivora,Felidae,Miracinonyx,trumani,50000,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
263,Mustela_russelliana,Carnivora,Mustelidae,Mustela,russelliana,143.4,PHYLACINE,0,1,Imputed from genus,11,88,1,PHYLACINE
264,Mustela_tonkinensis,Carnivora,Mustelidae,Mustela,tonkinensis,142,PHYLACINE,0,1,Imputed from genus,11,88,1,PHYLACINE
265,Nasuella_meridensis,Carnivora,Procyonidae,Nasuella,meridensis,1782.8,PHYLACINE,0,1,Imputed from genus,19,18,63,PHYLACINE
266,Neofelis_diardi,Carnivora,Felidae,Neofelis,diardi,20500,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
267,Panthera_atrox,Carnivora,Felidae,Panthera,atrox,231210,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
268,Panthera_spelaea,Carnivora,Felidae,Panthera,spelaea,350000,CarniTraits,0,1,CarniTraits,0,99,1,CarniTraits
269,Protocyon_troglodytes,Carnivora,Canidae,Protocyon,troglodytes,19646,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
270,Smilodon_fatalis,Carnivora,Felidae,Smilodon,fatalis,219933,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
271,Smilodon_populator,Carnivora,Felidae,Smilodon,populator,295800,CarniTraits,0,1,CarniTraits,0,100,0,CarniTraits
272,Theriodictis_tarijensis,Carnivora,Canidae,Theriodictis,tarijensis,32000,CarniTraits,0,1,CarniTraits,8,79,13,CarniTraits
273,Tremarctos_floridanus,Carnivora,Ursidae,Tremarctos,floridanus,150000,HerbiTraits,0,1,HerbiTraits,1,3,96,PHYLACINE
274,Ursus_spelaeus,Carnivora,Ursidae,Ursus,spelaeus,390416.7,HerbiTraits,0,1,HerbiTraits,0,0,100,PHYLACINE
